TAZID,TOTHH,HHPOP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
809,257.75,707.0491278,34,38,4,39,45,100,61,101,0,0,35,14
810,307,781.4223404,122,10,4,43,50,37,15,238,0,0,29,14
811,441,1117.922253,0,0,0,0,0,0,0,0,0,0,15,21
812,293,744.9379127,0,1,0,1,0,119,0,0,0,0,14,14
813,0,0,0,0,0,1,1,2,1,17,3,0,1,0
814,222.75,639.8460654,0,0,4,0,0,0,9,0,2,0,8,11
815,426,1217.394072,0,0,0,2,0,0,0,1,0,0,15,20
816,2,5.06764995,0,0,0,56,2,1,0,49,1,0,4,0
817,92,259.3947257,11,4,1,9,8,5,2,40,13,0,6,4
818,382,1296.456551,0,0,0,3,0,0,0,22,0,0,16,18
819,482.5,1640.568444,1,1,1,1,11,99,4,31,0,0,22,23
820,4,11.1461779,1,16,1,5,0,0,0,4,9,0,1,0
821,77,212.7948881,41,25,4,29,15,7,3,58,5,0,9,4
822,72,197.5985682,4,55,1,10,5,0,1,28,0,10,6,3
823,104,291.8223815,17,37,7,9,34,2,9,58,0,0,10,5
824,0,0,934,435,37,102,198,58,51,854,0,0,97,0
825,778,1961.207051,208,115,45,70,189,162,181,726,0,0,88,36
826,762.4999997,2036.414061,57.99999998,46.99999998,8.999999997,26.99999999,173.9999999,270.9999999,355.9999999,870.9999997,0,0,92,38
827,616.5,1973.783135,177,98,13,65,103,150,113,707,0,0,73,29
828,690.75,2196.921702,0,0,0,0,0,0,0,0,1,0,24,33
829,364,1180.086182,0,0,0,0,0,0,0,0,0,0,17,17
830,758.25,2392.215551,283,216,11,67,250,67,102,574,0,0,83,35
831,349.25,1098.107292,241,166,21,105,190,280,182,725,0,26,88,17
832,522.9999938,1756.330102,189.9999978,49.99999941,38.99999954,75.9999991,155.9999982,94.99999888,553.9999935,804.9999905,0,0,134,27
833,350.5000084,1188.083521,164.0000039,6.000000144,21.0000005,51.00000123,286.0000069,121.0000029,1670.00004,856.0000206,0,0,205,20
834,344,1081.898415,0,0,0,0,0,62,0,0,0,0,14,16
835,529.5,2043.71527,0,1,0,6,19,52,3,16,0,0,24,26
836,235,643.4653774,197,425,7,91,95,49,23,389,0,0,55,12
837,319.5,706.7001266,537,123,17,77,115,83,169,923,0,0,90,16
838,502.7500075,1195.916524,23.00000034,18.00000027,3.000000045,11.00000016,54.0000008,198.0000029,57.00000085,109.0000016,0,0,34,24
839,312.9999778,670.2654924,0,0,0,0,0,123.9999912,0,0,0,0,15,15
840,472.25,1482.80372,12,0,2,20,18,54,15,46,0,0,22,22
841,366,1169.990661,37,0,0,1,2,68,0,7,0,0,28,17
842,503,1444.846906,0,4,4,0,8,0,6,5,0,0,21,24
843,159,490.8246733,0,0,0,0,0,0,0,0,0,0,6,8
844,463.5,1067.02205,189,89,4,33,24,89,84,319,0,0,46,22
845,159,351.5761593,191,3,6,21,123,27,317,295,0,0,43,11
846,424,1165.32081,128,22,3,51,8,6,5,77,1,0,25,20
847,543.25,1890.152749,128,27,10,46,68,23,20,328,0,0,43,26
848,957,3021.79396,0,0,0,0,0,0,0,0,0,0,33,45
849,181,577.4004856,0,0,0,0,0,85,0,0,0,0,9,8
850,354,1210.346222,0,0,0,0,0,69,0,0,0,0,15,17
851,208,710.004513,0,0,0,0,0,0,3,0,0,0,7,10
852,518,1744.166244,1,0,1,3,15,81,3,64,0,0,24,24
853,345.25,1067.248848,0,0,0,0,0,0,0,0,0,0,12,17
854,308,814.7879444,12,0,0,3,44,3,2,36,0,0,14,14
855,358,1014.009701,114,99,11,13,33,4,8,165,0,0,28,17
856,509.5,1523.738357,29,7,5,20,26,33,11,169,0,0,29,24
857,691,2362.959687,0,0,0,0,0,0,0,0,0,0,24,32
858,399,1503.79919,0,0,0,0,0,5,0,0,0,0,14,19
859,0,0,0,0,0,0,0,0,0,0,4,0,0,0
860,95.5,269.5268021,1,0,1,1,29,18,1,14,3,0,6,5
861,1,1,0,0,0,54,0,0,0,0,3,0,2,0
862,294,1053.262333,130,138,16,64,10,5,6,73,11,0,26,14
863,250,865.9581839,7,141,72,80,3,2,3,34,1,0,21,12
864,346.75,956.3147811,52,40,397,28,164,75,17,149,0,0,45,17
865,193,332.8475691,333.25,176,21,133,458,29,494,964,0,0,101,9
866,601,1890.282963,3,8,192,140,9,0,0,84,0,0,36,28
867,3,12.15042593,129,205,142,451,86,10,118,359,1,0,56,0
868,820,3110.853797,26,39,20,103,61,182,15,298,0,0,55,38
869,12,39.5038017,16,50,138,87,11,5,4,53,0,0,14,1
870,324,1119.168302,42,15,22,57,32,13,8,87,0,0,21,15
871,331,1028.235692,51,68,4,22,30,66,9,117,0,0,25,16
872,94,160.3419416,660,276,25,28,111,136,60,288,0,0,58,4
873,289.5,797.4804543,19,7,1,4,2,0,1,41,0,0,14,15
874,1184,3725.859175,2,4,0,5,8,1,3,57,0,0,44,55
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1498,4777.232352,431,84,294,480,286,820,150,943,0,0,175,70
877,0,0,347,62,551,787,114,80,29,457,0,7,85,0
878,0,0,2,1,120,1050,3,3,1,116,0,0,44,0
879,138,296.0913126,47,25,409,217,33,47,10,220,0,132,40,6
880,447.25,962.5410984,215,179,43,39,114,20,49,442,0,0,55,21
881,0,0,135,42,600,351,91,9,5,952,0,0,75,0
882,0,0,2,0,182,155,8,7,0,248,0,0,21,0
883,624.25,2050.914056,58,25,4,18,57,13,12,117,0,0,33,29
884,586.25,1548.761254,13,0,13,2,60,88,2,35,0,0,28,28
885,230,607.0408163,42,0,6,12,16,74,7,127,0,0,18,11
886,395,1197.476636,0,0,0,0,4,0,0,2,0,0,17,19
887,332,1000.948616,0,0,0,0,0,0,0,0,0,0,12,16
888,0,0,53,14,98,117,107,116,14,187,0,0,25,0
889,0,0,0,0,0,250,2,0,0,0,0,0,9,0
890,0,0,60,0,359,168,3,0,0,145,0,0,25,0
891,505.5,1141.094768,72,25,16,17,23,91,14,197,0,0,43,26
892,674.25,1799.031558,1,0,0,3,37,2,1,63,0,0,27,32
893,0,0,67,39,405,108,70,47,37,174,0,0,33,0
894,1014,3024.193626,10,0,4,1,0,0,0,30,0,96,38,49
895,268,799.3595755,5,0,3,1,1,1,0,55,0,0,12,13
896,261,988.3473518,0,0,0,0,15,0,0,71,0,0,62,14
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0,5,0,0,0
899,0,0,0,0,0,0,0,0,0,0,20,0,0,0
900,0,0,0,0,0,0,0,5,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,5.999999992,18.23558383,0,0,0,0,0,0,0,0,0,0,0,0
904,15,45.58895963,0,0,0,0,0,0,0,0,0,0,1,1
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,0,0,4,21,530,77,5,318,0,69,0,0,45,0
908,0,0,0,7,157,0,0,89,0,0,0,0,11,0
909,0,0,0,3,55,0,0,30,0,0,0,0,4,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,21,553,0,0,343,0,0,0,0,39,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,13,0,0,0,0,0,0,0,1,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0,16,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,4,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0,2073,0,0
925,0,0,0,3,546,0,0,55,0,0,0,512,26,0
926,307,920.8367849,0,35,48,26,1,10,10,6,0,0,21,21
927,0,0,0,0,2,35,0,0,0,0,0,0,2,0
928,0,0,0,0,18,0,0,1,0,0,0,0,1,0
929,0,0,0,0,24,0,0,3,0,0,62,0,1,0
930,0,0,0,10,419,0,0,213,0,0,0,0,27,0
931,0,0,0,0,285,0,0,0,0,0,34,0,12,0
932,0,0,0,0,0,0,0,0,0,0,31,0,0,0
933,220,715.4079245,0,0,0,0,0,0,0,0,37,0,402,89
934,167,540.6441316,0,0,0,0,0,0,0,0,2,0,7,12
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,73.5,269.5536781,0,0,0,0,0,0,0,0,0,0,4,6
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,46.5,168.8863035,0,0,0,0,0,0,0,0,0,0,2,4
939,54,149.2152142,42,12,0,193,71,244,0,585,15,0,57,4
940,0,0,13,2,0,73,24,77,0,161,0,0,17,0
941,237,665.3356041,0,0,0,0,0,152,0,0,1,0,17,16
942,0,0,0,1,275,0,0,926,0,0,0,0,52,0
943,0,0,0,0,5,0,0,2,0,0,73,0,0,0
944,0,0,73,16,7,267,99,219,0,413,0,0,51,0
945,0,0,34,5,106,135,19,75,0,211,0,0,29,0
946,0,0,46,10,6,222,26,100,0,177,0,11,28,0
947,0,0,4,2,0,1845,18,72,0,1422,1,0,150,0
948,6,11.24261382,17,5,3,134,67,58,0,316,0,0,28,0
949,38,68.47801861,53,13,0,108,133,80,0,194,0,0,29,3
950,0,0,12,4,0,102,13,42,0,142,16,0,16,0
951,1362,5178.487012,18,0,0,0,0,57,0,0,0,0,62,93
952,148,487.4990317,3,4,0,3,14,35,0,66,0,0,12,10
953,0,0,9,2,0,39,9,162,0,63,0,0,13,0
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,0,0,0,1,26,0,0,12,0,0,0,0,2,0
956,0,0,0,3,483,0,0,41,0,0,50,0,22,0
957,0,0,45,22,1837.5,462,198,388,0,595,3,0,160,0
958,0,0,16,5,0,5750,15,53,0,166,18,0,262,0
959,0,0,25,18,552,452,125,222,53,523,0,0,87,0
960,652,2245.351466,130,34,0,42,40,159,6,177,0,0,54,45
961,720,2308.725503,1,0,0,0,6,156,8,22,0,0,40,49
962,481,1352.133523,19,7,0,1,3,9,0,54,0,0,25,33
963,24,45.99240614,70.00000001,81.00000001,440.0000001,782.0000001,555.0000001,307,0,437,0,0,117,2
964,543,1397.11129,0,0,0,0,0,0,0,0,0,0,24,38
965,0,0,19.00000001,123.0000001,0,7916.000005,166.0000001,713.0000004,14.00000001,798.0000005,0,0,444,0
966,201,656.1311194,12,14,1,0,13,0,9,0,0,0,11,14
967,322,946.3884424,2,12,0,1,2,48,22,11,0,0,19,23
968,456,827.8679284,6,15,0,0,1,1,0,3,0,0,21,31
969,367,1313.277455,0,0,0,0,0,55,0,0,0,0,18,25
970,653,881.9568907,9,15,0,0,1,3,0,35,0,0,31,45
971,495,884.0827293,22,5,5,17,32,33,0,114,0,0,35,37
972,217,400.6464866,42,42,136,26,114,19,90,165,0,0,38,17
973,699,1585.180263,0,0,0,0,0,0,0,0,0,0,30,48
974,898.9999989,2155.467317,19.99999998,4.999999994,0.999999999,12.99999998,49.99999994,121.9999999,8.999999989,107.9999999,0,0,54,61
975,0,0,0,1,174,0,0,21,0,0,0,0,8,0
976,0,0,0,0,0,2,0,1,0,2,53,0,0,0
977,0,0,128,10,2224,276,185,18,0,163,0,0,129,0
978,0,0,707.0000404,776.0000443,2216.000127,1664.000095,1884.000108,1945.000111,0,5507.000315,0,0,649,0
979,0,0,3,54,1846,312,1614,101,316,374,0,84,198,0
980,698,2672.535771,18,126,20,6,1,0,24,23,0,0,40,48
981,501,1119.132578,23,30,0,12,55,197,3,128,1,0,42,35
982,277,825.7895837,137,3,3,7,11,14,0,50,0,0,22,20
983,246,657.1617291,0,0,0,0,0,0,0,0,0,0,11,17
984,1744,4100.402373,82,112,3,35,214,2388,0,363,0,0,257,122
985,800,1416.577807,73,73,0,16,90,1105,12,386,0,0,114,55
986,296.25,662.5366385,59,57,0,32,141,307,0,323,0,0,62,33
987,516,1509.520687,0,0,0,0,0,0,0,0,0,0,22,35
988,429,1051.669969,131,118,0,1,23,57,0,183,0,0,46,35
989,405,1560.596872,0,0,0,2,1,11,65,7,0,0,23,30
990,336,604.0376028,25,36,0,49,75,50,59,161,0,0,38,26
991,376,675.5818588,2,1,3,253,18,6,18,47,0,0,35,31
992,1093,1965.421791,93,26,9,58,356,38,9,295,0,0,99,85
993,371,663.3174865,3,1,40,102,9,2,2,29,0,0,27,29
994,323,580.5302319,26,55,0,5,39,357,17,159,0,0,55,25
995,1055,1776.353572,15,71,1,3,10,2,9,20,0,0,61,82
996,599,1140.612404,26,10,0,5,56,85,1,142,0,0,47,50
997,527,862.6279189,5,2,0,4,7,8,6,21,0,0,25,36
998,514.25,874.3779106,14,4,0,12,63,40,0,127,0,0,36,37
999,0,0,142,45,0,95,174,808,0,413,0,0,79,0
1000,289,656.1480523,111,77,24,77,394,330,1759,710,0,0,169,20
1001,514,954.6009936,117,26,4,2,12,9,0,85,0,0,35,38
1002,464,1051.676703,0,0,0,0,0,0,0,0,0,0,20,32
1003,645,1120.182237,5,0,0,0,1,0,0,16,0,0,29,44
1004,389,797.1965109,0,1,1,0,1,1,0,9,0,0,20,30
1005,45,80.74277569,0,0,0,0,0,0,0,0,0,0,2,3
1006,441.0000004,1602.503785,25.00000002,11.00000001,0,19.00000002,45.00000004,34.00000003,9.000000008,110.0000001,0,0,32,30
1007,0,0,1,1,0,0,957,6,13279,25,0,0,626,0
1008,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1009,0,0,18,5,0.25,153,19,65,0,185,0,0,22,0
1010,0,0,32,8,434,308,38,129,0,387,0,0,62,0
1011,0,0,73,20,89,1244,228,265,0,671,0,0,116,0
1012,0,0,16,3,37,177,52,39,0,248,0,0,27,0
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,21,0,0,1,0
1016,1155,2716.567593,46.25,53,40,40,47,57,10,146,0,0,278,88
1017,0,0,79,23,0,272,261,206,0,818,0,0,74,0
1018,3,6.132282333,7,3,61,19,6,12,0,60,0,0,13,12
1019,147,493.6305443,98,41,18,142,669,278,0,383,0,0,80,10
1020,197,660.2181531,27,9,132,23,18,27,0,65,0,0,23,13
1021,501,1679.161642,10,3,16,4,12,11,51,42,0,0,28,34
1022,548,1838.595018,43,120,2,18,52,35,14,143,0,0,70,38
1023,0,0,5,1,55,409,5,5,0,11,0,0,21,0
1024,5,5.99981175,17,59,0,227,91,34,0,104,0,0,35,1
1025,467.5,804.109787,0,0,0,0,1,0,0,8,0,0,46,45
1026,1137.75,1473.936682,15,72,0,16,25,29,0,98,0,0,64,81
1027,407,528.7270584,89,775,4,86,1466,26,17,2441,0,25,241,29
1028,0,0,59,25,0,38,141,25,2,1262,0,0,71,0
1029,0,0,181,7,0,2,869,40,442,61,0,0,69,0
1030,0,0,64,87,0,10,89,11,0,472,0,0,36,0
1031,0,0,0,0,0,0,0,0,0,0,0,0,183,8
1032,0,0,69,36,0,15,189,11,1,1217,0,0,69,0
1033,0,0,102,83,0,51,222,33,0,553,0,0,52,0
1034,395.75,733.8369495,1081,452,139,147,1089,13,36,2845,0,0,273,32
1035,0,0,0,0,0,5,3005,0,1050,2986,0,0,313,0
1036,119,215.6545264,298,450,3,25,3725,88,127,739,0,0,241,10
1037,111,203.3895769,246,11,10,80,406,62,127,891,0,0,88,9
1038,827,1467.680546,26,7,0,22,150,15,5,137,0,0,61,64
1039,601,942.3543239,4,8,1,4,110,47,27,79,0,0,40,44
1040,0,0,27,5,1,17,213,8,13,410,0,0,38,0
1041,365,490.9762805,15,7,0,10,85,8,69,169,0,0,43,49
1042,327,694.9894964,25,9,0,33,193,16,134,439,0,0,54,25
1043,616,1033.310835,36,155,8,17,226,77,34,215,0,0,62,43
1044,247,491.6058844,110,60,0,95,681,112,39,1155,0,0,126,28
1045,636,1031.270783,22,3,3,6,75,12,70,128,0,0,44,46
1046,451,766.5499155,45,14,0,5,71,69,199,56,0,0,42,34
1047,499,1041.463929,3,47,0,4,27,2,19,27,0,0,27,34
1048,439,938.2353486,92,42,0,52,222,123,736,450,0,0,93,37
1049,396,698.0686258,1,0,4,0,0,40,0,57,0,0,22,27
1050,393,645.9485554,0,0,0,0,7,0,0,20,0,0,25,30
1051,532.25,839.3794747,174,159,0,26,132,23098,592,233,0,0,1099,42
1052,0,0,107.0000001,76.00000004,0,104.0000001,379.0000002,715.0000004,0,670.0000003,0,0,95,0
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,0,0,1,0,3,2542,121,5,0,16,0,0,116,0
1055,0,0,58,14,49,1607,54,120,0,320,0,0,98,0
1056,0,0,52,11,377,388,82,130,0,584,0,9,76,0
1057,0,0,28,8,112,309,49,60,0,152,0,0,33,0
1058,0,0,50,25,129,66,140,171,0,377,0,0,43,0
1059,4,9.198327291,20,7,12,134,54,25,325,379,0,0,43,0
1060,442,1082.330996,0,0,0,1,0,0,0,0,0,0,19,30
1061,419,1305.111854,25,1,0,2,6,98,68,26,0,0,28,29
1062,247,771.6204164,6,10,0,1,3,4,0,15,0,0,12,17
1063,237,851.3306581,3,18,0,1,9,12,14,15,0,0,14,16
1064,277,569.2799213,2,1,0,34,9,70,0,19,0,0,18,19
1065,207,427.2152844,11,5,21,10,22,34,0,183,0,0,49,32
1066,569.75,1180.462799,112,48,0,49,379,65,30,897,0,0,104,43
1067,153,198.991333,46,328,0,5,143,14,5,330,0,0,47,11
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,445.25,925.7176425,83,94,7,63,205,2,170,80,0,2,54,33
1070,310.25,402.4826345,80,151,0,21,248,29,15,723,0,0,73,22
1071,219.75,396.5592019,80,61,0,19,196,14,4,598,0,0,58,17
1072,254.25,460.4377793,34,233,1,12,325,7,0,237,0,0,53,20
1073,450,581.975151,10,39,0,16,129,2,83,190,0,0,41,32
1074,52.25,96.83989773,13,166,2,7,33,1,10,212,0,0,24,4
1075,34,60.30164216,106,394,0,108,207,9,0,576,0,0,92,3
1076,0,0,108,229,0,88,726,447,73,747,0,0,115,0
1077,294,488.5490755,57,379,24,49,976,6,63,1366,0,0,146,24
1078,0,0,16,215,2,12,427,6,52,384,0,0,64,0
1079,66,110.383391,143,612,0,144,1142,90,0,909,0,0,173,5
1080,0,0,33,306,14,73,1288,4,13,2215,0,0,171,0
1081,0,0,28,171,0,48,1002,7,460,812,0,0,118,0
1082,99,162.509234,56,27,2,160,1271,1477,0,721,0,50,170,8
1083,218,362.8344977,68,153,0,10,721,4,8,700,0,0,86,18
1084,370,675.5807043,555,114,0,13,468,502,16,233,0,0,109,31
1085,147,205.9888932,54,61,5,29,214,376,45,377,0,0,65,12
1086,306,427.9770335,82,179,0,59,429,23,17,719,0,0,90,25
1087,186,250.9877637,44,21,2,50,1045,14,15,927,0,0,107,14
1088,267,377.9791042,19,9,11,5,67,5,200,103,0,0,32,22
1089,338,473.974398,34,8,8,8,79,3,8,169,0,0,34,28
1090,393,529.9742097,44,93,0,46,174,27,36,379,0,0,48,47
1091,491,665.9670562,42,64,0,20,18,1,28,55,0,0,40,45
1092,246,383.2789023,174,68,2,21,145,11,51,182,0,0,42,20
1093,196,415.9717085,23,13,0,11,108,210,144,232,0,0,44,15
1094,528.25,722.2134798,72,349,0,22,43,2,10,136,0,0,58,38
1095,103.25,163.7874903,182,94,5,26,189,54,55,773,0,0,67,9
1096,231,456.8564769,65,79,0,49,408,69,125,526,0,0,88,21
1097,473,703.7065299,37,31,0,7,72,23,526,135,0,4,60,37
1098,561.25,1052.972781,4,18,0,3,20,3,90,58,0,0,36,43
1099,594,951.5505346,30,4,3,4,40,14,114,66,0,0,39,42
1100,418,848.2996334,8,4,0,6,23,11,12,43,0,0,25,32
1101,273,685.7815481,123,279,0,0,6,0,0,12,0,0,31,20
1102,372,946.3980633,18,47,454,62,1601,224,4784,297,0,0,340,25
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,10,3,0,127,10,35,0,88,0,0,13,0
1105,0,0,3,0,288,1342,1814,6,0,22,0,0,150,0
1106,0,0,90,0,446,1021,14,0,0,0,0,0,68,0
1107,0,0,4,1,311,363,6,7,0,113,0,0,35,0
1108,707,1365.462371,0,8,0,0,1,0,1,27,0,0,32,48
1109,340,1221.296684,0,0,0,0,1,1,0,10,0,0,15,23
1110,241,494.6705825,16,6,0,8,34,48,80,62,0,0,22,16
1111,256,540.6612569,6,1,0,0,2,203,0,9,0,0,21,17
1112,126,264.7095139,17,3,4,1,7,7,93,48,0,0,13,9
1113,89,187.0341302,1,0,0,0,1,1,0,3,0,0,4,6
1114,87,149.2215639,60,10,89,142,293,34,0,125,0,0,93,9
1115,41,69.50054671,20,117,195,160,215,2,0,618,0,0,61,3
1116,148,252.450337,26,2,18,45,30,20,175,55,0,0,25,12
1117,0,0,2,0,0,5,32,0,0,59,0,0,4,0
1118,156,267.7811391,3,0,7,33,1,1,0,16,0,0,11,12
1119,0,0,33,2,84,20,28,9,0,65,0,0,11,0
1120,1,1,35,6,54,19,56,6,0,101,0,0,19,10
1121,0,0,3,91,0,8,5,2,0,31,0,0,19,24
1122,497.25,847.5484218,16,36,4,8,4,1,0,31,0,0,30,40
1123,0,0,89,17,17,41,28,100,75,104,0,0,22,0
1124,202.5,348.5242059,15,27,0,43,150,9,59,302,0,0,37,17
1125,139,236.352879,32,52,2,61,51,3,0,297,0,0,30,11
1126,1,4.087995803,66,102,0,19,197,8,0,365,0,0,79,2
1127,104.5,182.6938542,85,187,0,9,86,7,0,399,0,0,47,18
1128,322.75,562.3903028,216,21,1,4,49,3,0,168,0,0,58,33
1129,10,16.35313773,51,11,0,4,44,4,0,207,0,0,16,1
1130,236.25,402.4386118,119,149,0,18,137,10,0,650,0,0,62,19
1131,0,0,170,231,0,38,279,18,60,927,0,0,96,0
1132,208.5,354.4015544,194,10,10,22,31,5,0,207,0,0,110,16
1133,0,0,33,38,0,91,252,22,0,437,0,0,39,0
1134,0,0,0,216,0,0,1,0,0,6,0,0,10,0
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,0,0,75,162,17,4,28,6,36,114,0,0,87,3
1137,389.5,662.0435685,103,14,0,9,24,3,0,133,0,0,32,30
1138,0,0,2,632,0,0,3,0,0,15,0,0,28,0
1139,0,0,130,59,0,87,703,509.25,0,932,0,0,114,0
1140,146,261.6475098,157,71,37,30,165,136,32,436,0,0,96,12
1141,0,0,65,48,0,31,186,63,41,370,0,0,38,0
1142,0,0,193,12,0,6,51,5,0,180,0,0,20,0
1143,0,0,10,2,1,7,15,500,0,25,0,0,25,0
1144,180,326.0369553,19,4,0,30,28,10,0,65,0,0,15,12
1145,151,270.8460295,25,7,0,17,79,159,66,204,0,0,32,10
1146,312,381.2369642,16,10,1,9,82,369,71,118,0,0,45,22
1147,0,0,0,1,0,0,230,0,0,66,0,0,13,0
1148,413,809.2089491,2,7,0,3,7,2,0,24,0,0,23,33
1149,81.75,159.6954973,0,0,0,0,1,0,0,0,0,0,4,6
1150,339.25,417.4852363,6,1,2,6,215,5,0,56,0,0,39,24
1151,398.75,488.4830739,14,47,2,329,95,471,8,225,0,0,85,32
1152,267.5,394.9760375,5,20,0,0,2,1,6,12,0,0,14,19
1153,397.5,686.8273606,30,8,0,3,24,12,0,74,0,0,26,29
1154,142.5,241.9742821,1,14,0,2,3,0,4,52,0,0,30,11
1155,263.75,450.7310726,29,16,0,17,157,17,22,423,0,0,46,20
1156,530,874.8919063,3,69,0,0,0,0,0,0,0,0,26,36
1157,157.75,269.0589154,315,243,0,12,202,24,26,281,0,0,64,12
1158,48.75,79.4660587,627,173,0,44,181,26,0,441,0,0,92,5
1159,622,1139.594878,170,109,38,6,101,26,81,183,0,0,59,43
1160,530,1004.679664,4,21,0,0,15,1,692,36,0,0,58,39
1161,446.75,843.1954208,186,226,0,9,15,49,180,90,0,0,50,34
1162,421,891.2221462,87,166,7,3,20,178,2,38,0,0,41,30
1163,542,967.8917423,0,0,0,0,0,0,0,10,0,0,29,45
1164,365,652.0748727,2,26,2,0,0,0,0,3,0,2,21,30
1165,382,809.4585742,8,0,0,1,10,229,1,14,0,0,29,27
1166,187,487.5065359,6,2,0,5,9,533,3,38,0,0,36,15
1167,0,0,2,2,0,1,99,554,2804,123,0,0,155,0
1168,534.5,1390.97795,0,0,0,0,0,0,0,0,0,0,27,43
1169,0,0,4,2,0,2,17,31,0,195,6,0,11,0
1170,0,0,3,2,0,5,10,23,0,19,0,0,3,0
1171,0,0,54,9,185,158,54,58,0,180,0,0,30,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,0,0,132,1,553,890,66,7,12,116,0,0,78,0
1174,0,0,30,7,716,914,246,43,0,341,0,0,100,0
1175,0,0,63,21,288,459,110,84,0,253,0,0,56,0
1176,0,0,64,0,354,3,0,0,0,3,0,0,18,0
1177,83,267.7670925,88,79,88,273,114,151,9,495,0,0,62,6
1178,466,1513.59887,25,14,26,44,112,96,2,126,0,0,40,32
1179,402,1303.064682,11,1,0,24,4,7,1,10,0,0,20,28
1180,502,1610.691128,0,0,0,0,0,0,0,0,0,0,23,36
1181,168,607.071129,0,0,0,0,0,92,0,0,0,0,12,12
1182,63,226.8852102,82,1,11,0,4,5,0,26,0,0,9,5
1183,128,454.7927562,1,0,118,17,74,2,0,7,0,0,15,9
1184,94,196.2326499,16,25,42,8,22,21,0,49,0,0,12,6
1185,0,0,1,0,308,123,1,1,0,10,0,0,19,0
1186,16,31.68355494,204,7,104,35,47,13,0,134,0,0,26,1
1187,0,0,54,11,94,16,122,76,0,213,0,0,26,0
1188,178,366.9146043,287,81,26,28,237,85,52,595,0,0,90,14
1189,49.99999308,103.2266422,23.99999668,6.999999031,4.999999308,34.99999515,22.99999682,18.99999737,0,324.999955,0,7,40,4
1190,648.2500019,1333.515107,14.00000004,183.0000005,60.00000018,2.000000006,12.00000004,2.000000006,0,61.00000018,0,0,57,48
1191,277.9999793,571.3239729,11.99999911,0,0,0.999999926,6.99999948,1.999999851,40.99999695,6.99999948,0,0,29,20
1192,160,329.0989595,231,72,0,133,267,347,16,359,0,0,117,13
1193,206,423.1272885,375,88,34,13,96,45,0,414,0,0,65,15
1194,594.25,1381.280871,224,120,1,7,72,86,19,419,0,0,70,45
1195,640.25,1332.491687,21,74,0,1,18,4,99,117,0,0,44,46
1196,0,0,0,0,0,0,0,44,0,31,0,0,3,0
1197,592,1175.357385,19,124,1,3,17,3,2,91,0,0,41,47
1198,597,1468.65824,60,18,1,3,9,9,34,59,0,0,35,42
1199,229,560.0731277,6,0,0,0,0,0,0,6,0,0,10,16
1200,330,901.4241445,3,0,0,0,0,0,0,6,0,0,15,23
1201,306,726.6659318,0,10,0,0,0,49,0,0,0,0,16,21
1202,140,333.1829144,0,0,0,0,0,0,0,0,0,0,6,10
1203,508,1435.938688,0,61,0,0,0,0,0,0,0,0,25,35
1204,576,1176.376257,17,7,0,22,30,51,5,47,0,0,33,40
1205,212,580.5088734,0,165,0,1,0,15,1,247,0,0,28,15
1206,926,2278.106616,0,0,0,0,0,0,0,0,0,0,40,63
1207,0,0,5,2,3,105,14,42,0,53,0,0,12,0
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,2,1,0,2,6,17,0,11,0,0,2,0
1210,0,0,27,6,0,152,20,46,0,211,0,0,23,0
