TAZID,DISTMED,DMED_NAME
893,23,Woods Cross - Bountiful - North
894,23,Woods Cross - Bountiful - North
895,23,Woods Cross - Bountiful - North
896,23,Woods Cross - Bountiful - North
897,23,Woods Cross - Bountiful - North
898,17,Davis County - Great Salt Lake
899,17,Davis County - Great Salt Lake
900,16,Antelope Island
901,17,Davis County - Great Salt Lake
902,17,Davis County - Great Salt Lake
903,24,Davis County - East Mountains
904,24,Davis County - East Mountains
905,24,Davis County - East Mountains
906,25,Salt Lake County - Great Salt L
907,27,MVC to Tailings
908,27,MVC to Tailings
909,28,MVC - Magna - ATK
910,28,MVC - Magna - ATK
911,28,MVC - Magna - ATK
912,28,MVC - Magna - ATK
913,28,MVC - Magna - ATK
914,28,MVC - Magna - ATK
915,28,MVC - Magna - ATK
916,37,Salt Lake County - West Mountai
917,28,MVC - Magna - ATK
918,37,Salt Lake County - West Mountai
919,38,Salt Flats - U-111 at 62nd
920,37,Salt Lake County - West Mountai
921,38,Salt Flats - U-111 at 62nd
922,37,Salt Lake County - West Mountai
923,39,West Jordan - West of MVC
924,37,Salt Lake County - West Mountai
925,39,West Jordan - West of MVC
926,40,W Daybreak - Herriman
927,40,W Daybreak - Herriman
928,40,W Daybreak - Herriman
929,40,W Daybreak - Herriman
930,40,W Daybreak - Herriman
931,40,W Daybreak - Herriman
932,40,W Daybreak - Herriman
933,40,W Daybreak - Herriman
934,40,W Daybreak - Herriman
935,37,Salt Lake County - West Mountai
936,40,W Daybreak - Herriman
937,40,W Daybreak - Herriman
938,40,W Daybreak - Herriman
939,29,Airport - Rose Park
940,29,Airport - Rose Park
941,29,Airport - Rose Park
942,26,Northwest Quadrant - Internatio
943,26,Northwest Quadrant - Internatio
944,29,Airport - Rose Park
945,29,Airport - Rose Park
946,33,SLC East of I-15
947,29,Airport - Rose Park
948,29,Airport - Rose Park
949,33,SLC East of I-15
950,26,Northwest Quadrant - Internatio
951,29,Airport - Rose Park
952,29,Airport - Rose Park
953,29,Airport - Rose Park
954,26,Northwest Quadrant - Internatio
955,26,Northwest Quadrant - Internatio
956,26,Northwest Quadrant - Internatio
957,26,Northwest Quadrant - Internatio
958,26,Northwest Quadrant - Internatio
959,29,Airport - Rose Park
960,29,Airport - Rose Park
961,29,Airport - Rose Park
962,29,Airport - Rose Park
963,33,SLC East of I-15
964,33,SLC East of I-15
965,29,Airport - Rose Park
966,29,Airport - Rose Park
967,29,Airport - Rose Park
968,29,Airport - Rose Park
969,29,Airport - Rose Park
970,29,Airport - Rose Park
971,33,SLC East of I-15
972,33,SLC East of I-15
973,33,SLC East of I-15
974,33,SLC East of I-15
975,26,Northwest Quadrant - Internatio
976,26,Northwest Quadrant - Internatio
977,26,Northwest Quadrant - Internatio
978,26,Northwest Quadrant - Internatio
979,29,Airport - Rose Park
980,29,Airport - Rose Park
981,29,Airport - Rose Park
982,29,Airport - Rose Park
983,33,SLC East of I-15
984,29,Airport - Rose Park
985,29,Airport - Rose Park
986,29,Airport - Rose Park
987,29,Airport - Rose Park
988,29,Airport - Rose Park
989,29,Airport - Rose Park
990,33,SLC East of I-15
991,33,SLC East of I-15
992,33,SLC East of I-15
993,33,SLC East of I-15
994,33,SLC East of I-15
995,33,SLC East of I-15
996,33,SLC East of I-15
997,33,SLC East of I-15
998,33,SLC East of I-15
999,33,SLC East of I-15
1000,33,SLC East of I-15
1001,33,SLC East of I-15
1002,33,SLC East of I-15
1003,33,SLC East of I-15
1004,33,SLC East of I-15
1005,33,SLC East of I-15
1006,33,SLC East of I-15
1007,33,SLC East of I-15
1008,27,MVC to Tailings
1009,27,MVC to Tailings
1010,30,I-15 to MVC - I-80 to 20
1011,30,I-15 to MVC - I-80 to 20
1012,30,I-15 to MVC - I-80 to 20
1013,29,Airport - Rose Park
1014,29,Airport - Rose Park
1015,29,Airport - Rose Park
1016,29,Airport - Rose Park
1017,29,Airport - Rose Park
1018,29,Airport - Rose Park
1019,29,Airport - Rose Park
1020,29,Airport - Rose Park
1021,29,Airport - Rose Park
1022,29,Airport - Rose Park
1023,32,SLC CBD
1024,32,SLC CBD
1025,32,SLC CBD
1026,32,SLC CBD
1027,32,SLC CBD
1028,32,SLC CBD
1029,32,SLC CBD
1030,32,SLC CBD
1031,32,SLC CBD
1032,32,SLC CBD
1033,32,SLC CBD
1034,32,SLC CBD
1035,32,SLC CBD
1036,32,SLC CBD
1037,32,SLC CBD
1038,32,SLC CBD
1039,32,SLC CBD
1040,32,SLC CBD
1041,32,SLC CBD
1042,33,SLC East of I-15
1043,33,SLC East of I-15
1044,33,SLC East of I-15
1045,33,SLC East of I-15
1046,33,SLC East of I-15
1047,33,SLC East of I-15
1048,33,SLC East of I-15
1049,33,SLC East of I-15
1050,33,SLC East of I-15
1051,33,SLC East of I-15
1052,33,SLC East of I-15
1053,27,MVC to Tailings
1054,27,MVC to Tailings
1055,30,I-15 to MVC - I-80 to 20
1056,30,I-15 to MVC - I-80 to 20
1057,30,I-15 to MVC - I-80 to 20
1058,30,I-15 to MVC - I-80 to 20
1059,30,I-15 to MVC - I-80 to 20
1060,30,I-15 to MVC - I-80 to 20
1061,30,I-15 to MVC - I-80 to 20
1062,30,I-15 to MVC - I-80 to 20
1063,30,I-15 to MVC - I-80 to 20
1064,30,I-15 to MVC - I-80 to 20
1065,32,SLC CBD
1066,32,SLC CBD
1067,32,SLC CBD
1068,32,SLC CBD
1069,32,SLC CBD
1070,32,SLC CBD
1071,32,SLC CBD
1072,32,SLC CBD
1073,32,SLC CBD
1074,32,SLC CBD
1075,32,SLC CBD
1076,32,SLC CBD
1077,32,SLC CBD
1078,32,SLC CBD
1079,32,SLC CBD
1080,32,SLC CBD
1081,32,SLC CBD
1082,32,SLC CBD
1083,32,SLC CBD
1084,32,SLC CBD
1085,32,SLC CBD
1086,32,SLC CBD
1087,32,SLC CBD
1088,32,SLC CBD
1089,32,SLC CBD
1090,32,SLC CBD
1091,33,SLC East of I-15
1092,33,SLC East of I-15
1093,33,SLC East of I-15
1094,33,SLC East of I-15
1095,33,SLC East of I-15
1096,33,SLC East of I-15
1097,33,SLC East of I-15
1098,33,SLC East of I-15
1099,33,SLC East of I-15
1100,33,SLC East of I-15
1101,33,SLC East of I-15
1102,33,SLC East of I-15
1103,27,MVC to Tailings
1104,30,I-15 to MVC - I-80 to 20
1105,30,I-15 to MVC - I-80 to 20
1106,30,I-15 to MVC - I-80 to 20
1107,30,I-15 to MVC - I-80 to 20
1108,30,I-15 to MVC - I-80 to 20
1109,30,I-15 to MVC - I-80 to 20
1110,30,I-15 to MVC - I-80 to 20
1111,30,I-15 to MVC - I-80 to 20
1112,30,I-15 to MVC - I-80 to 20
1113,30,I-15 to MVC - I-80 to 20
1114,32,SLC CBD
1115,32,SLC CBD
1116,32,SLC CBD
1117,32,SLC CBD
1118,32,SLC CBD
1119,32,SLC CBD
1120,32,SLC CBD
1121,32,SLC CBD
1122,32,SLC CBD
1123,32,SLC CBD
1124,32,SLC CBD
1125,32,SLC CBD
1126,32,SLC CBD
1127,32,SLC CBD
1128,32,SLC CBD
1129,32,SLC CBD
1130,32,SLC CBD
1131,32,SLC CBD
1132,32,SLC CBD
1133,32,SLC CBD
1134,32,SLC CBD
1135,32,SLC CBD
1136,32,SLC CBD
1137,32,SLC CBD
1138,32,SLC CBD
1139,32,SLC CBD
1140,32,SLC CBD
1141,32,SLC CBD
1142,32,SLC CBD
1143,32,SLC CBD
1144,32,SLC CBD
1145,32,SLC CBD
1146,32,SLC CBD
1147,32,SLC CBD
1148,32,SLC CBD
1149,32,SLC CBD
1150,32,SLC CBD
1151,32,SLC CBD
1152,33,SLC East of I-15
1153,33,SLC East of I-15
1154,33,SLC East of I-15
1155,33,SLC East of I-15
1156,33,SLC East of I-15
1157,33,SLC East of I-15
1158,33,SLC East of I-15
1159,33,SLC East of I-15
1160,33,SLC East of I-15
1161,33,SLC East of I-15
1162,33,SLC East of I-15
1163,33,SLC East of I-15
1164,33,SLC East of I-15
1165,33,SLC East of I-15
1166,33,SLC East of I-15
1167,33,SLC East of I-15
1168,33,SLC East of I-15
1169,33,SLC East of I-15
1170,27,MVC to Tailings
1171,30,I-15 to MVC - I-80 to 20
1172,30,I-15 to MVC - I-80 to 20
1173,30,I-15 to MVC - I-80 to 20
1174,30,I-15 to MVC - I-80 to 20
1175,30,I-15 to MVC - I-80 to 20
1176,30,I-15 to MVC - I-80 to 20
1177,30,I-15 to MVC - I-80 to 20
1178,30,I-15 to MVC - I-80 to 20
1179,30,I-15 to MVC - I-80 to 20
1180,30,I-15 to MVC - I-80 to 20
1181,30,I-15 to MVC - I-80 to 20
1182,30,I-15 to MVC - I-80 to 20
1183,30,I-15 to MVC - I-80 to 20
1184,30,I-15 to MVC - I-80 to 20
1185,30,I-15 to MVC - I-80 to 20
1186,33,SLC East of I-15
1187,30,I-15 to MVC - I-80 to 20
1188,33,SLC East of I-15
1189,33,SLC East of I-15
1190,33,SLC East of I-15
1191,33,SLC East of I-15
1192,33,SLC East of I-15
1193,33,SLC East of I-15
1194,33,SLC East of I-15
1195,33,SLC East of I-15
1196,33,SLC East of I-15
1197,33,SLC East of I-15
1198,33,SLC East of I-15
1199,33,SLC East of I-15
1200,33,SLC East of I-15
1201,33,SLC East of I-15
1202,33,SLC East of I-15
1203,33,SLC East of I-15
1204,33,SLC East of I-15
1205,33,SLC East of I-15
1206,33,SLC East of I-15
1207,27,MVC to Tailings
1208,27,MVC to Tailings
1209,27,MVC to Tailings
1210,30,I-15 to MVC - I-80 to 20
1211,30,I-15 to MVC - I-80 to 20
1212,30,I-15 to MVC - I-80 to 20
1213,30,I-15 to MVC - I-80 to 20
1214,30,I-15 to MVC - I-80 to 20
1215,30,I-15 to MVC - I-80 to 20
1216,30,I-15 to MVC - I-80 to 20
1217,30,I-15 to MVC - I-80 to 20
1218,30,I-15 to MVC - I-80 to 20
1219,30,I-15 to MVC - I-80 to 20
1220,30,I-15 to MVC - I-80 to 20
1221,30,I-15 to MVC - I-80 to 20
1222,30,I-15 to MVC - I-80 to 20
1223,30,I-15 to MVC - I-80 to 20
1224,30,I-15 to MVC - I-80 to 20
1225,30,I-15 to MVC - I-80 to 20
1226,33,SLC East of I-15
1227,33,SLC East of I-15
1228,33,SLC East of I-15
1229,33,SLC East of I-15
1230,33,SLC East of I-15
1231,33,SLC East of I-15
1232,33,SLC East of I-15
1233,33,SLC East of I-15
1234,33,SLC East of I-15
1235,33,SLC East of I-15
1236,33,SLC East of I-15
1237,33,SLC East of I-15
1238,33,SLC East of I-15
1239,33,SLC East of I-15
1240,33,SLC East of I-15
1241,33,SLC East of I-15
1242,33,SLC East of I-15
1243,33,SLC East of I-15
1244,33,SLC East of I-15
1245,33,SLC East of I-15
1246,30,I-15 to MVC - I-80 to 20
1247,30,I-15 to MVC - I-80 to 20
1248,30,I-15 to MVC - I-80 to 20
1249,30,I-15 to MVC - I-80 to 20
1250,30,I-15 to MVC - I-80 to 20
1251,30,I-15 to MVC - I-80 to 20
1252,30,I-15 to MVC - I-80 to 20
1253,33,SLC East of I-15
1254,33,SLC East of I-15
1255,33,SLC East of I-15
1256,33,SLC East of I-15
1257,33,SLC East of I-15
1258,33,SLC East of I-15
1259,33,SLC East of I-15
1260,33,SLC East of I-15
1261,33,SLC East of I-15
1262,33,SLC East of I-15
1263,33,SLC East of I-15
1264,33,SLC East of I-15
1265,33,SLC East of I-15
1266,33,SLC East of I-15
1267,33,SLC East of I-15
1268,33,SLC East of I-15
1269,33,SLC East of I-15
1270,33,SLC East of I-15
1271,33,SLC East of I-15
1272,33,SLC East of I-15
1273,33,SLC East of I-15
1274,33,SLC East of I-15
1275,33,SLC East of I-15
1276,33,SLC East of I-15
1277,33,SLC East of I-15
1278,33,SLC East of I-15
1279,33,SLC East of I-15
1280,33,SLC East of I-15
1281,33,SLC East of I-15
1282,34,South Salt Lake - Murray
1283,33,SLC East of I-15
1284,35,Millcreek - Holladay
1285,33,SLC East of I-15
1286,35,Millcreek - Holladay
1287,33,SLC East of I-15
1288,33,SLC East of I-15
1289,35,Millcreek - Holladay
1290,35,Millcreek - Holladay
1291,35,Millcreek - Holladay
1292,33,SLC East of I-15
1293,33,SLC East of I-15
1294,34,South Salt Lake - Murray
1295,35,Millcreek - Holladay
1296,35,Millcreek - Holladay
1297,35,Millcreek - Holladay
1298,35,Millcreek - Holladay
1299,35,Millcreek - Holladay
1300,35,Millcreek - Holladay
1301,35,Millcreek - Holladay
1302,27,MVC to Tailings
1303,28,MVC - Magna - ATK
1304,28,MVC - Magna - ATK
1305,28,MVC - Magna - ATK
1306,28,MVC - Magna - ATK
1307,28,MVC - Magna - ATK
1308,28,MVC - Magna - ATK
1309,28,MVC - Magna - ATK
1310,28,MVC - Magna - ATK
1311,28,MVC - Magna - ATK
1312,28,MVC - Magna - ATK
1313,28,MVC - Magna - ATK
1314,28,MVC - Magna - ATK
1315,28,MVC - Magna - ATK
1316,28,MVC - Magna - ATK
1317,28,MVC - Magna - ATK
1318,28,MVC - Magna - ATK
1319,28,MVC - Magna - ATK
1320,28,MVC - Magna - ATK
1321,27,MVC to Tailings
1322,28,MVC - Magna - ATK
1323,31,West Valley - Taylorsville
1324,31,West Valley - Taylorsville
1325,31,West Valley - Taylorsville
1326,31,West Valley - Taylorsville
1327,31,West Valley - Taylorsville
1328,31,West Valley - Taylorsville
1329,31,West Valley - Taylorsville
1330,31,West Valley - Taylorsville
1331,31,West Valley - Taylorsville
1332,28,MVC - Magna - ATK
1333,28,MVC - Magna - ATK
1334,31,West Valley - Taylorsville
1335,31,West Valley - Taylorsville
1336,31,West Valley - Taylorsville
1337,31,West Valley - Taylorsville
1338,28,MVC - Magna - ATK
1339,28,MVC - Magna - ATK
1340,28,MVC - Magna - ATK
1341,31,West Valley - Taylorsville
1342,31,West Valley - Taylorsville
1343,31,West Valley - Taylorsville
1344,31,West Valley - Taylorsville
1345,31,West Valley - Taylorsville
1346,31,West Valley - Taylorsville
1347,31,West Valley - Taylorsville
1348,31,West Valley - Taylorsville
1349,31,West Valley - Taylorsville
1350,31,West Valley - Taylorsville
1351,31,West Valley - Taylorsville
1352,31,West Valley - Taylorsville
1353,31,West Valley - Taylorsville
1354,28,MVC - Magna - ATK
1355,28,MVC - Magna - ATK
1356,31,West Valley - Taylorsville
1357,31,West Valley - Taylorsville
1358,31,West Valley - Taylorsville
1359,31,West Valley - Taylorsville
1360,31,West Valley - Taylorsville
1361,31,West Valley - Taylorsville
1362,31,West Valley - Taylorsville
1363,31,West Valley - Taylorsville
1364,31,West Valley - Taylorsville
1365,31,West Valley - Taylorsville
1366,31,West Valley - Taylorsville
1367,31,West Valley - Taylorsville
1368,31,West Valley - Taylorsville
1369,31,West Valley - Taylorsville
1370,31,West Valley - Taylorsville
1371,31,West Valley - Taylorsville
1372,28,MVC - Magna - ATK
1373,28,MVC - Magna - ATK
1374,28,MVC - Magna - ATK
1375,31,West Valley - Taylorsville
1376,31,West Valley - Taylorsville
1377,31,West Valley - Taylorsville
1378,31,West Valley - Taylorsville
1379,31,West Valley - Taylorsville
1380,31,West Valley - Taylorsville
1381,31,West Valley - Taylorsville
1382,31,West Valley - Taylorsville
1383,31,West Valley - Taylorsville
1384,31,West Valley - Taylorsville
1385,31,West Valley - Taylorsville
1386,31,West Valley - Taylorsville
1387,31,West Valley - Taylorsville
1388,31,West Valley - Taylorsville
1389,28,MVC - Magna - ATK
1390,31,West Valley - Taylorsville
1391,31,West Valley - Taylorsville
1392,31,West Valley - Taylorsville
1393,31,West Valley - Taylorsville
1394,31,West Valley - Taylorsville
1395,31,West Valley - Taylorsville
1396,31,West Valley - Taylorsville
1397,31,West Valley - Taylorsville
1398,31,West Valley - Taylorsville
1399,31,West Valley - Taylorsville
1400,31,West Valley - Taylorsville
1401,38,Salt Flats - U-111 at 62nd
1402,28,MVC - Magna - ATK
1403,28,MVC - Magna - ATK
1404,28,MVC - Magna - ATK
1405,28,MVC - Magna - ATK
1406,31,West Valley - Taylorsville
1407,31,West Valley - Taylorsville
1408,31,West Valley - Taylorsville
1409,31,West Valley - Taylorsville
1410,31,West Valley - Taylorsville
1411,31,West Valley - Taylorsville
1412,31,West Valley - Taylorsville
1413,31,West Valley - Taylorsville
1414,31,West Valley - Taylorsville
1415,28,MVC - Magna - ATK
1416,31,West Valley - Taylorsville
1417,31,West Valley - Taylorsville
1418,31,West Valley - Taylorsville
1419,31,West Valley - Taylorsville
1420,31,West Valley - Taylorsville
1421,31,West Valley - Taylorsville
1422,31,West Valley - Taylorsville
1423,31,West Valley - Taylorsville
1424,28,MVC - Magna - ATK
1425,28,MVC - Magna - ATK
1426,31,West Valley - Taylorsville
1427,28,MVC - Magna - ATK
1428,31,West Valley - Taylorsville
1429,38,Salt Flats - U-111 at 62nd
1430,38,Salt Flats - U-111 at 62nd
1431,38,Salt Flats - U-111 at 62nd
1432,38,Salt Flats - U-111 at 62nd
1433,31,West Valley - Taylorsville
1434,38,Salt Flats - U-111 at 62nd
1435,38,Salt Flats - U-111 at 62nd
1436,41,West Jordan - I-15 to MVC
1437,41,West Jordan - I-15 to MVC
1438,41,West Jordan - I-15 to MVC
1439,31,West Valley - Taylorsville
1440,31,West Valley - Taylorsville
1441,31,West Valley - Taylorsville
1442,33,SLC East of I-15
1443,33,SLC East of I-15
1444,33,SLC East of I-15
1445,33,SLC East of I-15
1446,33,SLC East of I-15
1447,33,SLC East of I-15
1448,34,South Salt Lake - Murray
1449,33,SLC East of I-15
1450,34,South Salt Lake - Murray
1451,33,SLC East of I-15
1452,34,South Salt Lake - Murray
1453,33,SLC East of I-15
1454,34,South Salt Lake - Murray
1455,33,SLC East of I-15
1456,34,South Salt Lake - Murray
1457,34,South Salt Lake - Murray
1458,33,SLC East of I-15
1459,34,South Salt Lake - Murray
1460,33,SLC East of I-15
1461,31,West Valley - Taylorsville
1462,34,South Salt Lake - Murray
1463,34,South Salt Lake - Murray
1464,34,South Salt Lake - Murray
1465,34,South Salt Lake - Murray
1466,34,South Salt Lake - Murray
1467,34,South Salt Lake - Murray
1468,34,South Salt Lake - Murray
1469,31,West Valley - Taylorsville
1470,31,West Valley - Taylorsville
1471,34,South Salt Lake - Murray
1472,34,South Salt Lake - Murray
1473,34,South Salt Lake - Murray
1474,34,South Salt Lake - Murray
1475,34,South Salt Lake - Murray
1476,34,South Salt Lake - Murray
1477,34,South Salt Lake - Murray
1478,34,South Salt Lake - Murray
1479,31,West Valley - Taylorsville
1480,31,West Valley - Taylorsville
1481,34,South Salt Lake - Murray
1482,34,South Salt Lake - Murray
1483,34,South Salt Lake - Murray
1484,34,South Salt Lake - Murray
1485,34,South Salt Lake - Murray
1486,34,South Salt Lake - Murray
1487,34,South Salt Lake - Murray
1488,31,West Valley - Taylorsville
1489,31,West Valley - Taylorsville
1490,34,South Salt Lake - Murray
1491,34,South Salt Lake - Murray
1492,34,South Salt Lake - Murray
1493,34,South Salt Lake - Murray
1494,34,South Salt Lake - Murray
1495,34,South Salt Lake - Murray
1496,34,South Salt Lake - Murray
1497,34,South Salt Lake - Murray
1498,35,Millcreek - Holladay
1499,35,Millcreek - Holladay
1500,35,Millcreek - Holladay
1501,35,Millcreek - Holladay
1502,35,Millcreek - Holladay
1503,35,Millcreek - Holladay
1504,35,Millcreek - Holladay
1505,35,Millcreek - Holladay
1506,35,Millcreek - Holladay
1507,35,Millcreek - Holladay
1508,35,Millcreek - Holladay
1509,35,Millcreek - Holladay
1510,35,Millcreek - Holladay
1511,35,Millcreek - Holladay
1512,35,Millcreek - Holladay
1513,35,Millcreek - Holladay
1514,35,Millcreek - Holladay
1515,35,Millcreek - Holladay
1516,35,Millcreek - Holladay
1517,35,Millcreek - Holladay
1518,35,Millcreek - Holladay
1519,35,Millcreek - Holladay
1520,35,Millcreek - Holladay
1521,35,Millcreek - Holladay
1522,35,Millcreek - Holladay
1523,35,Millcreek - Holladay
1524,35,Millcreek - Holladay
1525,35,Millcreek - Holladay
1526,35,Millcreek - Holladay
1527,35,Millcreek - Holladay
1528,35,Millcreek - Holladay
1529,35,Millcreek - Holladay
1530,35,Millcreek - Holladay
1531,35,Millcreek - Holladay
1532,31,West Valley - Taylorsville
1533,34,South Salt Lake - Murray
1534,34,South Salt Lake - Murray
1535,34,South Salt Lake - Murray
1536,34,South Salt Lake - Murray
1537,34,South Salt Lake - Murray
1538,34,South Salt Lake - Murray
1539,34,South Salt Lake - Murray
1540,34,South Salt Lake - Murray
1541,35,Millcreek - Holladay
1542,35,Millcreek - Holladay
1543,35,Millcreek - Holladay
1544,35,Millcreek - Holladay
1545,35,Millcreek - Holladay
1546,35,Millcreek - Holladay
1547,35,Millcreek - Holladay
1548,35,Millcreek - Holladay
1549,35,Millcreek - Holladay
1550,35,Millcreek - Holladay
1551,35,Millcreek - Holladay
1552,35,Millcreek - Holladay
1553,35,Millcreek - Holladay
1554,35,Millcreek - Holladay
1555,35,Millcreek - Holladay
1556,35,Millcreek - Holladay
1557,31,West Valley - Taylorsville
1558,31,West Valley - Taylorsville
1559,31,West Valley - Taylorsville
1560,31,West Valley - Taylorsville
1561,31,West Valley - Taylorsville
1562,31,West Valley - Taylorsville
1563,31,West Valley - Taylorsville
1564,31,West Valley - Taylorsville
1565,31,West Valley - Taylorsville
1566,31,West Valley - Taylorsville
1567,31,West Valley - Taylorsville
1568,31,West Valley - Taylorsville
1569,31,West Valley - Taylorsville
1570,31,West Valley - Taylorsville
1571,31,West Valley - Taylorsville
1572,31,West Valley - Taylorsville
1573,31,West Valley - Taylorsville
1574,31,West Valley - Taylorsville
1575,31,West Valley - Taylorsville
1576,31,West Valley - Taylorsville
1577,31,West Valley - Taylorsville
1578,31,West Valley - Taylorsville
1579,31,West Valley - Taylorsville
1580,31,West Valley - Taylorsville
1581,31,West Valley - Taylorsville
1582,31,West Valley - Taylorsville
1583,31,West Valley - Taylorsville
1584,31,West Valley - Taylorsville
1585,31,West Valley - Taylorsville
1586,31,West Valley - Taylorsville
1587,31,West Valley - Taylorsville
1588,31,West Valley - Taylorsville
1589,31,West Valley - Taylorsville
1590,31,West Valley - Taylorsville
1591,31,West Valley - Taylorsville
1592,31,West Valley - Taylorsville
1593,31,West Valley - Taylorsville
1594,31,West Valley - Taylorsville
1595,31,West Valley - Taylorsville
1596,31,West Valley - Taylorsville
1597,31,West Valley - Taylorsville
1598,31,West Valley - Taylorsville
1599,31,West Valley - Taylorsville
1600,31,West Valley - Taylorsville
1601,31,West Valley - Taylorsville
1602,31,West Valley - Taylorsville
1603,31,West Valley - Taylorsville
1604,31,West Valley - Taylorsville
1605,31,West Valley - Taylorsville
1606,31,West Valley - Taylorsville
1607,31,West Valley - Taylorsville
1608,41,West Jordan - I-15 to MVC
1609,41,West Jordan - I-15 to MVC
1610,41,West Jordan - I-15 to MVC
1611,41,West Jordan - I-15 to MVC
1612,41,West Jordan - I-15 to MVC
1613,41,West Jordan - I-15 to MVC
1614,31,West Valley - Taylorsville
1615,31,West Valley - Taylorsville
1616,34,South Salt Lake - Murray
1617,31,West Valley - Taylorsville
1618,34,South Salt Lake - Murray
1619,34,South Salt Lake - Murray
1620,34,South Salt Lake - Murray
1621,34,South Salt Lake - Murray
1622,34,South Salt Lake - Murray
1623,34,South Salt Lake - Murray
1624,34,South Salt Lake - Murray
1625,34,South Salt Lake - Murray
1626,31,West Valley - Taylorsville
1627,34,South Salt Lake - Murray
1628,34,South Salt Lake - Murray
1629,34,South Salt Lake - Murray
1630,34,South Salt Lake - Murray
1631,31,West Valley - Taylorsville
1632,31,West Valley - Taylorsville
1633,34,South Salt Lake - Murray
1634,34,South Salt Lake - Murray
1635,34,South Salt Lake - Murray
1636,34,South Salt Lake - Murray
1637,34,South Salt Lake - Murray
1638,31,West Valley - Taylorsville
1639,31,West Valley - Taylorsville
1640,31,West Valley - Taylorsville
1641,34,South Salt Lake - Murray
1642,34,South Salt Lake - Murray
1643,34,South Salt Lake - Murray
1644,34,South Salt Lake - Murray
1645,34,South Salt Lake - Murray
1646,34,South Salt Lake - Murray
1647,34,South Salt Lake - Murray
1648,31,West Valley - Taylorsville
1649,34,South Salt Lake - Murray
1650,34,South Salt Lake - Murray
1651,34,South Salt Lake - Murray
1652,34,South Salt Lake - Murray
1653,34,South Salt Lake - Murray
1654,41,West Jordan - I-15 to MVC
1655,41,West Jordan - I-15 to MVC
1656,31,West Valley - Taylorsville
1657,34,South Salt Lake - Murray
1658,34,South Salt Lake - Murray
1659,34,South Salt Lake - Murray
1660,34,South Salt Lake - Murray
1661,34,South Salt Lake - Murray
1662,34,South Salt Lake - Murray
1663,34,South Salt Lake - Murray
1664,34,South Salt Lake - Murray
1665,34,South Salt Lake - Murray
1666,41,West Jordan - I-15 to MVC
1667,41,West Jordan - I-15 to MVC
1668,44,Midvale - Cottonwood Heights -
1669,44,Midvale - Cottonwood Heights -
1670,34,South Salt Lake - Murray
1671,35,Millcreek - Holladay
1672,35,Millcreek - Holladay
1673,35,Millcreek - Holladay
1674,35,Millcreek - Holladay
1675,35,Millcreek - Holladay
1676,35,Millcreek - Holladay
1677,35,Millcreek - Holladay
1678,35,Millcreek - Holladay
1679,35,Millcreek - Holladay
1680,35,Millcreek - Holladay
1681,35,Millcreek - Holladay
1682,35,Millcreek - Holladay
1683,35,Millcreek - Holladay
1684,35,Millcreek - Holladay
1685,35,Millcreek - Holladay
1686,35,Millcreek - Holladay
1687,35,Millcreek - Holladay
1688,35,Millcreek - Holladay
1689,35,Millcreek - Holladay
1690,35,Millcreek - Holladay
1691,35,Millcreek - Holladay
1692,35,Millcreek - Holladay
1693,35,Millcreek - Holladay
1694,35,Millcreek - Holladay
1695,35,Millcreek - Holladay
1696,35,Millcreek - Holladay
1697,35,Millcreek - Holladay
1698,35,Millcreek - Holladay
1699,35,Millcreek - Holladay
1700,44,Midvale - Cottonwood Heights -
1701,41,West Jordan - I-15 to MVC
1702,41,West Jordan - I-15 to MVC
1703,41,West Jordan - I-15 to MVC
1704,41,West Jordan - I-15 to MVC
1705,41,West Jordan - I-15 to MVC
1706,41,West Jordan - I-15 to MVC
1707,41,West Jordan - I-15 to MVC
1708,41,West Jordan - I-15 to MVC
1709,41,West Jordan - I-15 to MVC
1710,41,West Jordan - I-15 to MVC
1711,41,West Jordan - I-15 to MVC
1712,41,West Jordan - I-15 to MVC
1713,41,West Jordan - I-15 to MVC
1714,39,West Jordan - West of MVC
1715,39,West Jordan - West of MVC
1716,41,West Jordan - I-15 to MVC
1717,41,West Jordan - I-15 to MVC
1718,41,West Jordan - I-15 to MVC
1719,41,West Jordan - I-15 to MVC
1720,41,West Jordan - I-15 to MVC
1721,41,West Jordan - I-15 to MVC
1722,41,West Jordan - I-15 to MVC
1723,41,West Jordan - I-15 to MVC
1724,41,West Jordan - I-15 to MVC
1725,41,West Jordan - I-15 to MVC
1726,41,West Jordan - I-15 to MVC
1727,41,West Jordan - I-15 to MVC
1728,39,West Jordan - West of MVC
1729,39,West Jordan - West of MVC
1730,41,West Jordan - I-15 to MVC
1731,39,West Jordan - West of MVC
1732,39,West Jordan - West of MVC
1733,41,West Jordan - I-15 to MVC
1734,41,West Jordan - I-15 to MVC
1735,41,West Jordan - I-15 to MVC
1736,41,West Jordan - I-15 to MVC
1737,41,West Jordan - I-15 to MVC
1738,41,West Jordan - I-15 to MVC
1739,41,West Jordan - I-15 to MVC
1740,41,West Jordan - I-15 to MVC
1741,41,West Jordan - I-15 to MVC
1742,41,West Jordan - I-15 to MVC
1743,41,West Jordan - I-15 to MVC
1744,41,West Jordan - I-15 to MVC
1745,41,West Jordan - I-15 to MVC
1746,39,West Jordan - West of MVC
1747,39,West Jordan - West of MVC
1748,41,West Jordan - I-15 to MVC
1749,41,West Jordan - I-15 to MVC
