Purpose,TAZID,All,Walk,Bike,NonM,test_id
All,801.0,1328.77,98.8,10.13,108.92,12
HBW,801.0,126.43,6.44,1.28,7.71,12
HBO,801.0,298.96,41.08,4.31,45.39,12
NHB,801.0,873.63,51.28,4.54,55.82,12
HBC,801.0,0.0,0.0,0.0,0.0,12
HBSch,801.0,29.75,0.0,0.0,0.0,12
All,802.0,4045.44,399.99,45.01,517.47,12
HBW,802.0,779.02,37.78,9.17,46.95,12
HBO,802.0,1818.09,266.72,28.33,295.05,12
NHB,802.0,1306.89,94.76,7.31,102.07,12
HBC,802.0,11.0,0.0,0.0,0.0,12
HBSch,802.0,130.44,0.73,0.21,73.41,12
All,803.0,6404.97,643.18,78.44,860.06,12
HBW,803.0,1434.23,45.05,15.92,60.97,12
HBO,803.0,3246.09,494.27,53.89,548.17,12
NHB,803.0,1445.07,102.45,8.22,110.68,12
HBC,803.0,37.0,0.0,0.0,0.0,12
HBSch,803.0,242.58,1.4,0.4,140.25,12
All,804.0,2304.36,194.26,29.75,287.77,12
HBW,804.0,597.09,7.77,5.65,13.42,12
HBO,804.0,1356.77,171.66,22.53,194.19,12
NHB,804.0,240.56,14.19,1.38,15.57,12
HBC,804.0,9.0,0.0,0.0,0.0,12
HBSch,804.0,100.94,0.64,0.18,64.59,12
All,805.0,7580.2,470.2,90.37,839.18,12
HBW,805.0,1827.18,11.36,14.95,26.31,12
HBO,805.0,4565.88,430.71,70.95,501.66,12
NHB,805.0,660.7,25.31,3.62,28.93,12
HBC,805.0,90.0,0.0,0.0,0.0,12
HBSch,805.0,436.43,2.81,0.85,282.27,12
All,806.0,6541.73,727.19,77.42,804.62,12
HBW,806.0,1367.1,104.61,18.12,122.72,12
HBO,806.0,3288.3,518.82,50.84,569.67,12
NHB,806.0,1553.86,103.77,8.46,112.23,12
HBC,806.0,9.0,0.0,0.0,0.0,12
HBSch,806.0,323.47,0.0,0.0,0.0,12
All,807.0,9300.34,1145.4,110.57,1419.48,12
HBW,807.0,1553.95,112.98,22.65,135.63,12
HBO,807.0,3945.52,715.9,67.1,783.0,12
NHB,807.0,3497.97,314.87,20.32,335.19,12
HBC,807.0,4.0,0.0,0.0,0.0,12
HBSch,807.0,298.91,1.65,0.5,165.66,12
All,808.0,9297.75,1129.07,112.32,1407.32,12
HBW,808.0,1531.56,105.21,22.96,128.17,12
HBO,808.0,3822.01,689.26,67.44,756.7,12
NHB,808.0,3658.69,332.93,21.41,354.33,12
HBC,808.0,28.0,0.0,0.0,0.0,12
HBSch,808.0,257.5,1.68,0.51,168.12,12
All,809.0,4215.81,407.51,56.83,579.87,12
HBW,809.0,832.1,32.24,11.33,43.57,12
HBO,809.0,2075.92,300.33,38.57,338.9,12
NHB,809.0,1145.98,73.77,6.58,80.36,12
HBC,809.0,19.0,0.0,0.0,0.0,12
HBSch,809.0,142.82,1.17,0.35,117.05,12
All,810.0,3470.83,324.3,42.61,445.99,12
HBW,810.0,632.15,23.92,8.81,32.73,12
HBO,810.0,1395.93,206.68,25.37,232.05,12
NHB,810.0,1325.12,92.91,8.19,101.1,12
HBC,810.0,25.0,0.0,0.0,0.0,12
HBSch,810.0,92.63,0.8,0.24,80.12,12
All,811.0,3267.98,321.84,48.38,470.42,12
HBW,811.0,840.36,20.52,11.14,31.66,12
HBO,811.0,1880.99,276.11,34.66,310.76,12
NHB,811.0,363.41,24.2,2.28,26.48,12
HBC,811.0,67.01,0.0,0.0,0.0,12
HBSch,811.0,116.21,1.01,0.3,101.52,12
All,812.0,2526.95,222.49,35.16,339.95,12
HBW,812.0,620.01,15.52,7.41,22.93,12
HBO,812.0,1386.67,182.29,24.98,207.27,12
NHB,812.0,425.04,23.86,2.52,26.38,12
HBC,812.0,3.0,0.0,0.0,0.0,12
HBSch,812.0,92.22,0.83,0.25,83.38,12
All,813.0,1484.17,50.99,17.09,68.08,12
HBW,813.0,332.6,1.09,3.24,4.32,12
HBO,813.0,899.99,48.16,13.16,61.32,12
NHB,813.0,136.22,1.74,0.7,2.44,12
HBC,813.0,0.0,0.0,0.0,0.0,12
HBSch,813.0,115.36,0.0,0.0,0.0,12
All,814.0,2297.82,116.1,29.32,196.98,12
HBW,814.0,576.21,3.95,5.72,9.67,12
HBO,814.0,1365.76,106.02,22.17,128.19,12
NHB,814.0,226.18,5.61,1.28,6.9,12
HBC,814.0,1.0,0.0,0.0,0.0,12
HBSch,814.0,128.67,0.52,0.14,52.23,12
All,815.0,4302.52,336.47,55.67,541.23,12
HBW,815.0,1053.43,17.16,11.12,28.28,12
HBO,815.0,2571.82,298.65,41.67,340.32,12
NHB,815.0,412.89,19.15,2.42,21.58,12
HBC,815.0,38.01,0.0,0.0,0.0,12
HBSch,815.0,226.37,1.51,0.45,151.05,12
All,816.0,595.76,14.47,5.69,20.16,12
HBW,816.0,143.02,0.26,1.01,1.28,12
HBO,816.0,358.57,13.68,4.42,18.1,12
NHB,816.0,51.81,0.53,0.26,0.78,12
HBC,816.0,0.0,0.0,0.0,0.0,12
HBSch,816.0,42.36,0.0,0.0,0.0,12
All,817.0,2671.32,109.05,31.96,141.01,12
HBW,817.0,607.69,5.57,6.03,11.6,12
HBO,817.0,1554.31,98.06,24.15,122.21,12
NHB,817.0,326.75,5.41,1.78,7.2,12
HBC,817.0,2.0,0.0,0.0,0.0,12
HBSch,817.0,180.57,0.0,0.0,0.0,12
All,818.0,4081.06,208.54,51.16,341.79,12
HBW,818.0,1050.76,8.14,10.19,18.33,12
HBO,818.0,2382.77,188.77,38.31,227.08,12
NHB,818.0,415.36,10.81,2.44,13.25,12
HBC,818.0,5.0,0.0,0.0,0.0,12
HBSch,818.0,227.17,0.83,0.22,83.14,12
All,819.0,5663.22,383.41,70.61,664.51,12
HBW,819.0,1400.4,22.84,14.46,37.3,12
HBO,819.0,3201.82,332.07,51.52,383.59,12
NHB,819.0,673.96,26.37,4.0,30.37,12
HBC,819.0,113.0,0.0,0.0,0.0,12
HBSch,819.0,274.03,2.13,0.63,213.25,12
All,820.0,1684.05,80.39,18.4,98.79,12
HBW,820.0,364.15,3.74,3.25,6.99,12
HBO,820.0,909.74,68.71,13.53,82.24,12
NHB,820.0,304.6,7.94,1.62,9.56,12
HBC,820.0,0.0,0.0,0.0,0.0,12
HBSch,820.0,105.56,0.0,0.0,0.0,12
All,821.0,2990.03,169.68,36.02,205.7,12
HBW,821.0,659.59,9.14,7.15,16.29,12
HBO,821.0,1586.91,141.71,25.48,167.19,12
NHB,821.0,581.93,18.83,3.39,22.22,12
HBC,821.0,2.0,0.0,0.0,0.0,12
HBSch,821.0,159.6,0.0,0.0,0.0,12
All,822.0,1273.74,67.69,15.97,121.66,12
HBW,822.0,292.31,4.61,2.94,7.55,12
HBO,822.0,737.02,56.93,11.87,68.8,12
NHB,822.0,173.11,5.77,1.05,6.82,12
HBC,822.0,2.0,0.0,0.0,0.0,12
HBSch,822.0,69.3,0.38,0.11,38.5,12
All,823.0,1335.02,94.86,16.73,151.04,12
HBW,823.0,287.2,8.2,3.2,11.4,12
HBO,823.0,686.65,70.74,11.5,82.24,12
NHB,823.0,303.22,15.52,1.91,17.43,12
HBC,823.0,2.0,0.0,0.0,0.0,12
HBSch,823.0,55.94,0.4,0.12,39.97,12
All,824.0,5243.58,405.17,32.74,437.91,12
HBW,824.0,0.0,0.0,0.0,0.0,12
HBO,824.0,0.0,0.0,0.0,0.0,12
NHB,824.0,5243.58,405.17,32.74,437.91,12
HBC,824.0,0.0,0.0,0.0,0.0,12
HBSch,824.0,0.0,0.0,0.0,0.0,12
All,825.0,8552.49,742.73,113.66,1067.85,12
HBW,825.0,1721.63,86.19,25.21,111.41,12
HBO,825.0,3921.92,512.9,72.06,584.96,12
NHB,825.0,2597.7,141.5,15.76,157.26,12
HBC,825.0,34.01,0.0,0.0,0.0,12
HBSch,825.0,277.23,2.14,0.63,214.23,12
All,826.0,7345.15,749.58,106.85,1070.04,12
HBW,826.0,1655.23,105.45,26.16,131.62,12
HBO,826.0,3683.08,543.87,69.59,613.46,12
NHB,826.0,1705.74,98.1,10.45,108.55,12
HBC,826.0,45.0,0.0,0.0,0.0,12
HBSch,826.0,256.1,2.16,0.65,216.42,12
All,827.0,6073.35,560.22,90.17,836.12,12
HBW,827.0,1323.66,55.26,19.89,75.15,12
HBO,827.0,3077.51,424.51,61.0,485.51,12
NHB,827.0,1415.07,78.57,8.72,87.29,12
HBC,827.0,50.0,0.0,0.0,0.0,12
HBSch,827.0,207.11,1.88,0.56,188.17,12
All,828.0,7353.58,462.52,94.92,806.44,12
HBW,828.0,1839.01,21.59,17.89,39.48,12
HBO,828.0,4327.03,412.19,72.15,484.34,12
NHB,828.0,700.12,26.23,4.12,30.35,12
HBC,828.0,104.0,0.0,0.0,0.0,12
HBSch,828.0,383.42,2.52,0.76,252.27,12
All,829.0,6544.58,278.33,77.72,581.09,12
HBW,829.0,1558.09,4.09,11.7,15.79,12
HBO,829.0,3980.08,259.67,62.35,322.02,12
NHB,829.0,571.07,12.29,3.03,15.32,12
HBC,829.0,36.01,0.0,0.0,0.0,12
HBSch,829.0,399.32,2.27,0.64,227.95,12
All,830.0,8910.88,923.46,119.6,1210.71,12
HBW,830.0,1675.9,115.7,26.13,141.83,12
HBO,830.0,3829.82,588.36,73.66,662.02,12
NHB,830.0,3112.39,217.71,19.29,237.0,12
HBC,830.0,15.0,0.0,0.0,0.0,12
HBSch,830.0,277.76,1.69,0.52,169.86,12
All,831.0,5676.0,594.12,79.17,788.83,12
HBW,831.0,1117.69,84.66,17.65,102.31,12
HBO,831.0,2563.73,392.14,50.04,442.18,12
NHB,831.0,1796.97,116.16,11.12,127.28,12
HBC,831.0,7.0,0.0,0.0,0.0,12
HBSch,831.0,190.61,1.17,0.36,117.07,12
All,832.0,6259.66,618.54,93.04,863.98,12
HBW,832.0,1347.54,87.0,21.15,108.15,12
HBO,832.0,3094.82,439.65,61.7,501.35,12
NHB,832.0,1579.36,90.35,9.74,100.08,12
HBC,832.0,27.0,0.0,0.0,0.0,12
HBSch,832.0,210.94,1.54,0.46,154.4,12
All,833.0,5372.13,472.92,67.93,689.8,12
HBW,833.0,816.79,65.58,12.85,78.43,12
HBO,833.0,2269.18,292.99,41.99,334.99,12
NHB,833.0,2084.3,112.84,12.64,125.47,12
HBC,833.0,14.0,0.0,0.0,0.0,12
HBSch,833.0,187.86,1.5,0.45,150.91,12
All,834.0,3853.17,248.89,47.41,461.47,12
HBW,834.0,944.6,19.01,8.62,27.63,12
HBO,834.0,2224.02,208.19,35.43,243.62,12
NHB,834.0,493.05,20.03,2.85,22.88,12
HBC,834.0,6.0,0.0,0.0,0.0,12
HBSch,834.0,185.5,1.67,0.5,167.34,12
All,835.0,6575.74,320.8,75.42,673.06,12
HBW,835.0,1612.3,17.18,12.74,29.92,12
HBO,835.0,3839.93,281.77,58.05,339.82,12
NHB,835.0,708.11,19.06,3.8,22.86,12
HBC,835.0,63.0,0.0,0.0,0.0,12
HBSch,835.0,352.41,2.8,0.82,280.46,12
All,836.0,5072.49,488.13,57.46,635.99,12
HBW,836.0,733.21,53.28,10.77,64.05,12
HBO,836.0,1628.31,244.34,30.11,274.46,12
NHB,836.0,2586.24,189.59,16.3,205.89,12
HBC,836.0,4.0,0.0,0.0,0.0,12
HBSch,836.0,120.72,0.91,0.27,91.59,12
All,837.0,6501.69,704.26,95.96,986.94,12
HBW,837.0,1366.19,76.41,20.15,96.56,12
HBO,837.0,3410.07,527.06,66.08,593.14,12
NHB,837.0,1451.39,98.91,9.16,108.07,12
HBC,837.0,24.0,0.0,0.0,0.0,12
HBSch,837.0,250.03,1.89,0.57,189.18,12
All,838.0,5110.04,495.66,80.46,731.07,12
HBW,838.0,1135.47,54.57,17.56,72.13,12
HBO,838.0,2755.41,383.85,56.09,439.94,12
NHB,838.0,1009.23,55.67,6.34,62.01,12
HBC,838.0,17.01,0.0,0.0,0.0,12
HBSch,838.0,192.91,1.57,0.47,156.99,12
All,839.0,3814.51,245.65,47.12,457.23,12
HBW,839.0,909.93,17.79,8.73,26.52,12
HBO,839.0,2193.69,208.32,35.19,243.52,12
NHB,839.0,449.05,17.87,2.7,20.57,12
HBC,839.0,71.0,0.0,0.0,0.0,12
HBSch,839.0,190.84,1.66,0.5,166.63,12
All,840.0,4534.04,423.38,65.42,639.2,12
HBW,840.0,1064.31,40.36,14.29,54.65,12
HBO,840.0,2487.56,336.4,45.87,382.26,12
NHB,840.0,759.76,45.11,4.81,49.92,12
HBC,840.0,39.0,0.0,0.0,0.0,12
HBSch,840.0,183.41,1.52,0.45,152.37,12
All,841.0,4240.31,288.01,55.18,522.12,12
HBW,841.0,1044.32,16.22,10.54,26.76,12
HBO,841.0,2501.79,251.06,41.37,292.43,12
NHB,841.0,449.44,18.92,2.73,21.66,12
HBC,841.0,31.0,0.0,0.0,0.0,12
HBSch,841.0,213.76,1.81,0.54,181.28,12
All,842.0,5902.33,270.44,65.46,577.53,12
HBW,842.0,1476.93,8.55,11.16,19.71,12
HBO,842.0,3341.55,245.08,50.61,295.69,12
NHB,842.0,540.37,14.37,2.96,17.34,12
HBC,842.0,259.0,0.0,0.0,0.0,12
HBSch,842.0,284.48,2.44,0.72,244.79,12
All,843.0,2775.56,87.54,26.76,235.12,12
HBW,843.0,645.26,0.4,3.27,3.66,12
HBO,843.0,1715.89,82.61,22.09,104.7,12
NHB,843.0,220.25,3.32,1.04,4.36,12
HBC,843.0,8.0,0.0,0.0,0.0,12
HBSch,843.0,186.15,1.22,0.36,122.4,12
All,844.0,7019.0,637.94,86.09,903.58,12
HBW,844.0,1334.22,54.28,17.43,71.71,12
HBO,844.0,3151.7,427.33,54.8,482.14,12
NHB,844.0,2172.85,154.52,13.31,167.83,12
HBC,844.0,123.0,0.0,0.0,0.0,12
HBSch,844.0,237.23,1.81,0.54,181.9,12
All,845.0,3184.24,314.46,32.95,397.92,12
HBW,845.0,386.05,27.61,5.39,33.0,12
HBO,845.0,900.48,138.98,15.91,154.89,12
NHB,845.0,1832.67,147.36,11.49,158.85,12
HBC,845.0,2.0,0.0,0.0,0.0,12
HBSch,845.0,63.04,0.51,0.15,51.17,12
All,846.0,4906.69,428.86,68.38,648.44,12
HBW,846.0,1067.33,36.13,14.31,50.44,12
HBO,846.0,2505.28,322.94,46.67,369.61,12
NHB,846.0,1122.7,68.26,6.95,75.21,12
HBC,846.0,31.0,0.0,0.0,0.0,12
HBSch,846.0,180.38,1.53,0.45,153.18,12
All,847.0,5857.62,404.11,71.59,670.8,12
HBW,847.0,1235.13,31.96,13.93,45.89,12
HBO,847.0,2891.62,305.76,48.97,354.72,12
NHB,847.0,1398.1,64.42,8.1,72.52,12
HBC,847.0,112.0,0.0,0.0,0.0,12
HBSch,847.0,220.77,1.97,0.59,197.67,12
All,848.0,7975.29,420.58,98.78,800.99,12
HBW,848.0,2055.03,14.67,18.22,32.89,12
HBO,848.0,4681.95,378.36,75.07,453.44,12
NHB,848.0,830.89,24.7,4.64,29.33,12
HBC,848.0,46.0,0.0,0.0,0.0,12
HBSch,848.0,361.42,2.84,0.85,285.33,12
All,849.0,2136.22,105.48,24.88,190.83,12
HBW,849.0,531.03,4.38,4.21,8.59,12
HBO,849.0,1240.59,93.22,19.03,112.25,12
NHB,849.0,253.83,7.28,1.44,8.72,12
HBC,849.0,1.0,0.0,0.0,0.0,12
HBSch,849.0,109.76,0.61,0.19,61.27,12
All,850.0,3659.23,270.19,46.25,430.09,12
HBW,850.0,877.4,16.55,9.31,25.86,12
HBO,850.0,2040.34,226.39,33.61,260.01,12
NHB,850.0,517.79,26.09,3.0,29.09,12
HBC,850.0,52.0,0.0,0.0,0.0,12
HBSch,850.0,171.7,1.15,0.33,115.13,12
All,851.0,1762.66,111.54,23.21,192.73,12
HBW,851.0,461.38,3.91,4.68,8.59,12
HBO,851.0,1010.19,99.31,17.25,116.56,12
NHB,851.0,186.59,7.73,1.11,8.83,12
HBC,851.0,28.0,0.0,0.0,0.0,12
HBSch,851.0,76.5,0.59,0.17,58.74,12
All,852.0,5299.73,284.11,64.78,554.72,12
HBW,852.0,1262.03,17.45,12.24,29.69,12
HBO,852.0,3067.61,244.41,48.22,292.63,12
NHB,852.0,687.53,20.17,3.72,23.88,12
HBC,852.0,24.01,0.0,0.0,0.0,12
HBSch,852.0,258.55,2.08,0.61,208.52,12
All,853.0,6497.36,221.44,62.0,283.44,12
HBW,853.0,1522.59,1.19,8.83,10.02,12
HBO,853.0,3939.73,210.95,50.68,261.64,12
NHB,853.0,541.36,9.29,2.49,11.78,12
HBC,853.0,2.0,0.0,0.0,0.0,12
HBSch,853.0,491.69,0.0,0.0,0.0,12
All,854.0,2974.63,228.0,37.64,336.05,12
HBW,854.0,579.34,16.45,8.11,24.56,12
HBO,854.0,1329.74,160.95,24.17,185.12,12
NHB,854.0,872.22,49.9,5.15,55.04,12
HBC,854.0,88.01,0.0,0.0,0.0,12
HBSch,854.0,105.33,0.71,0.21,71.33,12
All,855.0,6567.89,560.8,70.23,755.46,12
HBW,855.0,986.76,48.38,13.07,61.45,12
HBO,855.0,2193.2,289.87,37.96,327.83,12
NHB,855.0,3142.88,221.29,18.82,240.11,12
HBC,855.0,68.02,0.0,0.0,0.0,12
HBSch,855.0,177.04,1.26,0.37,126.06,12
All,856.0,5193.66,351.84,66.23,596.17,12
HBW,856.0,1186.95,17.02,14.01,31.03,12
HBO,856.0,3050.87,306.35,47.99,354.34,12
NHB,856.0,620.18,26.68,3.51,30.19,12
HBC,856.0,25.0,0.0,0.2,0.2,12
HBSch,856.0,310.66,1.8,0.52,180.42,12
All,857.0,7582.07,375.17,97.42,686.49,12
HBW,857.0,1811.52,5.73,23.05,28.78,12
HBO,857.0,4594.32,349.26,70.19,419.45,12
NHB,857.0,638.56,18.03,3.59,21.62,12
HBC,857.0,32.0,0.0,0.0,0.0,12
HBSch,857.0,505.67,2.16,0.58,216.64,12
All,858.0,4301.82,100.08,62.03,162.11,12
HBW,858.0,1147.98,0.96,23.17,24.13,12
HBO,858.0,2478.81,94.75,36.49,131.25,12
NHB,858.0,415.06,4.37,2.06,6.43,12
HBC,858.0,8.0,0.0,0.31,0.31,12
HBSch,858.0,251.97,0.0,0.0,0.0,12
All,859.0,1.28,0.01,0.01,0.01,12
HBW,859.0,0.0,0.0,0.0,0.0,12
HBO,859.0,0.0,0.0,0.0,0.0,12
NHB,859.0,1.28,0.01,0.01,0.01,12
HBC,859.0,0.0,0.0,0.0,0.0,12
HBSch,859.0,0.0,0.0,0.0,0.0,12
All,860.0,7025.02,484.97,81.49,675.33,12
HBW,860.0,1696.28,22.16,16.03,38.19,12
HBO,860.0,3964.38,425.93,59.92,485.85,12
NHB,860.0,984.22,35.78,5.24,41.02,12
HBC,860.0,8.0,0.0,0.0,0.0,12
HBSch,860.0,372.14,1.1,0.3,110.27,12
All,861.0,6824.69,471.31,74.75,546.06,12
HBW,861.0,1451.72,32.29,14.23,46.52,12
HBO,861.0,3440.89,376.73,52.09,428.82,12
NHB,861.0,1568.04,62.29,8.43,70.72,12
HBC,861.0,1.0,0.0,0.0,0.0,12
HBSch,861.0,363.04,0.0,0.0,0.0,12
All,862.0,20986.48,1593.29,254.8,1848.09,12
HBW,862.0,5051.21,113.82,56.43,170.25,12
HBO,862.0,11381.07,1336.96,178.93,1515.89,12
NHB,862.0,3376.42,142.5,19.44,161.94,12
HBC,862.0,16.0,0.0,0.0,0.0,12
HBSch,862.0,1161.78,0.0,0.0,0.0,12
All,863.0,3251.73,212.9,42.8,333.62,12
HBW,863.0,725.05,17.53,8.41,25.94,12
HBO,863.0,1754.95,171.67,30.75,202.42,12
NHB,863.0,548.48,22.92,3.41,26.33,12
HBC,863.0,48.01,0.0,0.0,0.0,12
HBSch,863.0,175.24,0.79,0.23,78.94,12
All,864.0,5118.41,460.79,67.92,678.09,12
HBW,864.0,976.83,46.18,12.49,58.67,12
HBO,864.0,2519.87,331.98,46.38,378.36,12
NHB,864.0,1386.35,81.12,8.62,89.74,12
HBC,864.0,12.0,0.0,0.0,0.0,12
HBSch,864.0,223.35,1.51,0.44,151.33,12
All,865.0,3666.97,341.06,38.14,420.06,12
HBW,865.0,363.61,37.52,6.24,43.76,12
HBO,865.0,833.8,132.09,16.75,148.84,12
NHB,865.0,2398.28,171.04,15.02,186.06,12
HBC,865.0,6.0,0.0,0.0,0.0,12
HBSch,865.0,65.28,0.41,0.13,41.4,12
All,866.0,5970.62,397.69,68.13,580.64,12
HBW,866.0,1434.0,31.65,14.65,46.29,12
HBO,866.0,3295.16,336.24,48.73,384.96,12
NHB,866.0,862.97,28.64,4.45,33.09,12
HBC,866.0,60.01,0.0,0.0,0.0,12
HBSch,866.0,318.48,1.16,0.31,116.29,12
All,867.0,598.0,22.19,3.28,25.61,12
HBW,867.0,2.52,0.1,0.04,0.14,12
HBO,867.0,13.5,0.8,0.11,0.91,12
NHB,867.0,581.61,21.28,3.12,24.41,12
HBC,867.0,0.0,0.0,0.0,0.0,12
HBSch,867.0,0.37,0.0,0.0,0.15,12
All,868.0,8297.24,507.55,97.97,605.52,12
HBW,868.0,1917.35,45.18,22.2,67.38,12
HBO,868.0,4367.58,411.83,67.36,479.19,12
NHB,868.0,1481.41,50.54,8.41,58.95,12
HBC,868.0,51.0,0.0,0.0,0.0,12
HBSch,868.0,479.89,0.0,0.0,0.0,12
All,869.0,290.26,14.48,2.96,18.81,12
HBW,869.0,46.42,0.97,0.5,1.47,12
HBO,869.0,113.21,9.29,1.76,11.06,12
NHB,869.0,119.38,4.2,0.69,4.89,12
HBC,869.0,0.0,0.0,0.0,0.0,12
HBSch,869.0,11.25,0.01,0.0,1.39,12
All,870.0,3399.4,231.18,43.04,361.21,12
HBW,870.0,730.26,22.36,9.17,31.53,12
HBO,870.0,1828.16,178.94,29.79,208.74,12
NHB,870.0,642.28,29.0,3.82,32.81,12
HBC,870.0,14.0,0.0,0.0,0.0,12
HBSch,870.0,184.69,0.88,0.26,88.12,12
All,871.0,4272.28,349.35,52.42,522.56,12
HBW,871.0,799.52,30.84,10.35,41.19,12
HBO,871.0,2097.07,246.94,34.73,281.67,12
NHB,871.0,1138.58,70.35,6.99,77.33,12
HBC,871.0,25.0,0.0,0.0,0.0,12
HBSch,871.0,212.11,1.22,0.36,122.37,12
All,872.0,8107.99,733.32,75.73,887.59,12
HBW,872.0,612.08,45.54,9.84,55.38,12
HBO,872.0,1596.3,223.5,29.89,253.39,12
NHB,872.0,5761.93,463.49,35.76,499.25,12
HBC,872.0,12.0,0.0,0.0,0.0,12
HBSch,872.0,125.68,0.79,0.24,79.57,12
All,873.0,2409.13,267.63,34.48,377.93,12
HBW,873.0,591.05,24.55,7.87,32.43,12
HBO,873.0,1303.5,207.51,23.73,231.23,12
NHB,873.0,412.27,34.8,2.65,37.45,12
HBC,873.0,8.0,0.0,0.0,0.0,12
HBSch,873.0,94.3,0.77,0.23,76.81,12
All,874.0,9422.37,789.21,107.58,1104.41,12
HBW,874.0,2400.46,53.41,25.4,78.81,12
HBO,874.0,5181.94,671.47,74.8,746.27,12
NHB,874.0,1332.9,62.24,6.82,69.05,12
HBC,874.0,36.0,0.0,0.0,0.0,12
HBSch,874.0,471.07,2.1,0.56,210.27,12
All,875.0,0.0,0.0,0.0,0.0,12
HBW,875.0,0.0,0.0,0.0,0.0,12
HBO,875.0,0.0,0.0,0.0,0.0,12
NHB,875.0,0.0,0.0,0.0,0.0,12
HBC,875.0,0.0,0.0,0.0,0.0,12
HBSch,875.0,0.0,0.0,0.0,0.0,12
All,876.0,14138.07,1429.88,163.67,1917.72,12
HBW,876.0,2859.45,211.08,45.42,256.5,12
HBO,876.0,6436.76,981.97,96.03,1078.0,12
NHB,876.0,4255.85,233.55,21.3,254.85,12
HBC,876.0,22.0,0.0,0.0,0.0,12
HBSch,876.0,564.01,3.27,0.92,328.36,12
All,877.0,1717.67,74.1,9.23,83.33,12
HBW,877.0,0.0,0.0,0.0,0.0,12
HBO,877.0,0.0,0.0,0.0,0.0,12
NHB,877.0,1717.67,74.1,9.23,83.33,12
HBC,877.0,0.0,0.0,0.0,0.0,12
HBSch,877.0,0.0,0.0,0.0,0.0,12
All,878.0,678.34,23.99,3.56,27.54,12
HBW,878.0,0.0,0.0,0.0,0.0,12
HBO,878.0,0.0,0.0,0.0,0.0,12
NHB,878.0,678.34,23.99,3.56,27.54,12
HBC,878.0,0.0,0.0,0.0,0.0,12
HBSch,878.0,0.0,0.0,0.0,0.0,12
All,879.0,1672.11,101.75,17.98,133.52,12
HBW,879.0,262.23,12.48,3.42,15.9,12
HBO,879.0,629.91,58.89,10.45,69.35,12
NHB,879.0,730.72,30.23,4.06,34.3,12
HBC,879.0,0.0,0.0,0.0,0.0,12
HBSch,879.0,49.24,0.14,0.04,13.97,12
All,880.0,7212.09,571.14,83.9,849.41,12
HBW,880.0,1231.68,54.0,15.85,69.85,12
HBO,880.0,3297.0,381.0,53.9,434.89,12
NHB,880.0,2318.05,134.18,13.57,147.75,12
HBC,880.0,60.0,0.0,0.0,0.0,12
HBSch,880.0,305.36,1.96,0.58,196.91,12
All,881.0,1287.4,56.14,6.67,62.8,12
HBW,881.0,0.0,0.0,0.0,0.0,12
HBO,881.0,0.0,0.0,0.0,0.0,12
NHB,881.0,1287.4,56.14,6.67,62.8,12
HBC,881.0,0.0,0.0,0.0,0.0,12
HBSch,881.0,0.0,0.0,0.0,0.0,12
All,882.0,450.11,15.13,2.22,17.35,12
HBW,882.0,0.0,0.0,0.0,0.0,12
HBO,882.0,0.0,0.0,0.0,0.0,12
NHB,882.0,450.11,15.13,2.22,17.35,12
HBC,882.0,0.0,0.0,0.0,0.0,12
HBSch,882.0,0.0,0.0,0.0,0.0,12
All,883.0,7342.72,559.87,104.96,908.66,12
HBW,883.0,1654.42,36.96,25.7,62.67,12
HBO,883.0,4194.87,470.52,72.21,542.73,12
NHB,883.0,1121.71,49.93,6.34,56.27,12
HBC,883.0,7.0,0.0,0.0,0.0,12
HBSch,883.0,364.73,2.46,0.71,246.99,12
All,884.0,6191.78,524.07,100.25,778.14,12
HBW,884.0,1418.87,27.33,27.88,55.21,12
HBO,884.0,3469.36,447.78,66.31,514.1,12
NHB,884.0,997.86,47.4,5.62,53.02,12
HBC,884.0,26.01,0.0,0.0,0.0,12
HBSch,884.0,279.67,1.55,0.43,155.8,12
All,885.0,2199.1,159.01,31.92,251.62,12
HBW,885.0,459.8,9.93,7.53,17.46,12
HBO,885.0,1113.86,125.82,21.37,147.19,12
NHB,885.0,488.99,22.64,2.84,25.48,12
HBC,885.0,50.01,0.0,0.0,0.0,12
HBSch,885.0,86.43,0.61,0.18,61.49,12
All,886.0,3221.38,189.45,41.91,307.77,12
HBW,886.0,880.71,4.93,11.8,16.73,12
HBO,886.0,1813.16,170.83,27.94,198.77,12
NHB,886.0,347.89,12.92,1.95,14.87,12
HBC,886.0,44.0,0.0,0.0,0.0,12
HBSch,886.0,135.62,0.77,0.22,77.41,12
All,887.0,3336.34,144.9,74.88,282.74,12
HBW,887.0,811.53,2.49,12.66,15.15,12
HBO,887.0,1826.4,133.76,27.14,160.9,12
NHB,887.0,289.25,8.01,1.65,9.65,12
HBC,887.0,224.0,0.0,33.27,33.27,12
HBSch,887.0,185.17,0.64,0.17,63.77,12
All,888.0,346.57,6.84,1.48,8.32,12
HBW,888.0,0.0,0.0,0.0,0.0,12
HBO,888.0,0.0,0.0,0.0,0.0,12
NHB,888.0,346.57,6.84,1.48,8.32,12
HBC,888.0,0.0,0.0,0.0,0.0,12
HBSch,888.0,0.0,0.0,0.0,0.0,12
All,889.0,273.58,5.65,1.23,6.88,12
HBW,889.0,0.0,0.0,0.0,0.0,12
HBO,889.0,0.0,0.0,0.0,0.0,12
