Purpose,TAZID,All,Walk,Bike,NonM
NHB,701.0,1352.35,71.71,15.95,87.66
HBC,701.0,111.0,21.72,4.06,25.78
HBSch,701.0,455.2,3.52,1.06,352.96
All,702.0,9721.06,940.98,209.48,1407.86
HBW,702.0,1945.54,69.17,55.49,124.65
HBO,702.0,5097.01,722.59,124.87,847.46
NHB,702.0,2099.05,145.9,27.97,173.87
HBC,702.0,77.0,0.73,0.43,1.15
HBSch,702.0,502.46,2.6,0.73,260.72
All,703.0,15045.4,1821.38,280.17,2271.39
HBW,703.0,1971.04,163.21,59.78,222.99
HBO,703.0,5622.49,1024.65,131.52,1156.17
NHB,703.0,6839.14,627.26,87.04,714.3
HBC,703.0,47.0,4.55,1.29,5.84
HBSch,703.0,565.73,1.72,0.54,172.09
All,704.0,17806.22,1996.01,284.18,2405.09
HBW,704.0,1014.05,94.58,28.63,123.21
HBO,704.0,2987.8,438.85,68.43,507.28
NHB,704.0,13429.29,1455.77,185.54,1641.31
HBC,704.0,44.01,5.55,1.18,6.73
HBSch,704.0,331.07,1.26,0.41,126.57
All,705.0,19637.83,1617.23,345.83,2565.11
HBW,705.0,3556.09,125.02,80.35,205.37
HBO,705.0,9702.68,1136.6,203.41,1340.02
NHB,705.0,5153.12,343.78,58.11,401.88
HBC,705.0,109.0,5.75,2.06,7.81
HBSch,705.0,1116.94,6.08,1.9,610.04
All,706.0,1081.37,55.57,17.64,106.5
HBW,706.0,199.3,2.49,3.98,6.47
HBO,706.0,499.32,40.07,9.97,50.04
NHB,706.0,333.1,12.43,3.41,15.84
HBC,706.0,8.0,0.25,0.17,0.42
HBSch,706.0,41.66,0.34,0.1,33.73
All,707.0,10074.6,519.74,143.87,988.58
HBW,707.0,2120.76,8.67,33.48,42.15
HBO,707.0,6089.29,468.78,99.81,568.58
NHB,707.0,1037.73,38.64,7.2,45.84
HBC,707.0,75.0,0.38,2.49,2.87
HBSch,707.0,751.83,3.28,0.88,329.13
All,708.0,14895.41,1127.53,280.05,2251.41
HBW,708.0,2710.51,23.67,66.18,89.85
HBO,708.0,9395.94,1018.44,192.84,1211.28
NHB,708.0,1222.83,76.03,16.0,92.03
HBC,708.0,148.0,0.88,2.51,3.39
HBSch,708.0,1418.13,8.52,2.52,854.88
All,709.0,2544.93,181.62,46.86,234.94
HBW,709.0,332.87,8.54,8.33,16.87
HBO,709.0,1204.26,126.2,27.21,153.41
NHB,709.0,798.99,46.81,11.3,58.11
HBC,709.0,3.0,0.0,0.0,0.0
HBSch,709.0,205.82,0.07,0.02,6.55
All,710.0,9312.0,1005.09,146.1,1228.7
HBW,710.0,906.77,61.03,24.49,85.52
HBO,710.0,2464.91,397.53,54.92,452.46
NHB,710.0,5657.53,544.43,65.63,610.06
HBC,710.0,23.0,1.32,0.8,2.12
HBSch,710.0,259.78,0.78,0.24,78.53
All,711.0,7557.31,830.47,93.82,924.29
HBW,711.0,0.0,0.0,0.0,0.0
HBO,711.0,0.0,0.0,0.0,0.0
NHB,711.0,7557.31,830.47,93.82,924.29
HBC,711.0,0.0,0.0,0.0,0.0
HBSch,711.0,0.0,0.0,0.0,0.0
All,712.0,1582.5,88.92,19.74,162.23
HBW,712.0,162.88,3.97,3.04,7.01
HBO,712.0,526.21,48.67,9.06,57.73
NHB,712.0,826.37,35.74,7.48,43.22
HBC,712.0,3.0,0.0,0.0,0.0
HBSch,712.0,64.04,0.54,0.16,54.27
All,713.0,8006.89,525.56,127.45,1077.81
HBW,713.0,1694.88,14.87,30.18,45.04
HBO,713.0,4832.5,469.61,87.11,556.72
NHB,713.0,914.9,36.22,7.55,43.77
HBC,713.0,24.0,0.57,1.36,1.93
HBSch,713.0,540.62,4.29,1.26,430.35
All,714.0,6650.36,387.52,89.35,673.77
HBW,714.0,1347.71,17.84,20.76,38.6
HBO,714.0,3774.92,336.66,61.07,397.73
NHB,714.0,932.02,31.04,6.19,37.23
HBC,714.0,132.0,0.0,0.79,0.79
HBSch,714.0,463.71,1.99,0.53,199.42
All,715.0,3317.45,166.68,40.61,207.29
HBW,715.0,726.12,1.82,8.77,10.59
HBO,715.0,1964.63,154.84,29.62,184.46
NHB,715.0,368.99,10.02,2.15,12.17
HBC,715.0,3.0,0.0,0.07,0.07
HBSch,715.0,254.71,0.0,0.0,0.0
All,716.0,2114.69,130.44,34.81,304.59
HBW,716.0,395.19,3.34,8.22,11.56
HBO,716.0,1175.17,106.54,21.67,128.21
NHB,716.0,382.83,19.16,4.51,23.66
HBC,716.0,9.0,0.0,0.0,0.0
HBSch,716.0,152.5,1.41,0.42,141.17
All,717.0,3885.2,219.37,69.33,591.37
HBW,717.0,711.74,4.23,14.5,18.73
HBO,717.0,2462.35,197.49,49.08,246.57
NHB,717.0,355.53,14.5,4.45,18.95
HBC,717.0,7.0,0.09,0.39,0.48
HBSch,717.0,348.59,3.06,0.9,306.63
All,718.0,500.96,26.37,7.38,63.13
HBW,718.0,67.89,0.97,1.14,2.11
HBO,718.0,249.19,19.45,4.35,23.8
NHB,718.0,144.8,5.66,1.8,7.46
HBC,718.0,0.0,0.0,0.0,0.0
HBSch,718.0,39.08,0.3,0.09,29.76
All,719.0,592.17,37.17,7.68,44.85
HBW,719.0,0.0,0.0,0.0,0.0
HBO,719.0,0.0,0.0,0.0,0.0
NHB,719.0,592.17,37.17,7.68,44.85
HBC,719.0,0.0,0.0,0.0,0.0
HBSch,719.0,0.0,0.0,0.0,0.0
All,720.0,17788.58,1807.75,217.43,2100.91
HBW,720.0,828.01,62.7,19.73,82.43
HBO,720.0,2253.93,334.78,48.23,383.01
NHB,720.0,14456.02,1408.83,148.22,1557.05
HBC,720.0,16.0,0.67,1.0,1.68
HBSch,720.0,234.62,0.76,0.24,76.73
All,721.0,6733.26,636.65,113.6,1017.64
HBW,721.0,1126.57,49.77,26.42,76.2
HBO,721.0,3133.07,426.43,62.74,489.17
NHB,721.0,2164.58,157.47,23.3,180.77
HBC,721.0,12.0,0.28,0.34,0.62
HBSch,721.0,297.04,2.7,0.8,270.89
All,722.0,3361.17,291.43,46.11,390.41
HBW,722.0,239.62,16.12,7.1,23.22
HBO,722.0,716.56,115.43,16.61,132.04
NHB,722.0,2332.41,159.28,22.06,181.34
HBC,722.0,12.0,0.07,0.18,0.25
HBSch,722.0,60.57,0.53,0.16,53.56
All,723.0,10802.26,920.78,181.21,1520.34
HBW,723.0,2068.9,62.25,44.64,106.89
HBO,723.0,5987.91,748.81,117.52,866.33
NHB,723.0,2102.22,105.17,16.7,121.88
HBC,723.0,51.0,0.32,1.09,1.41
HBSch,723.0,592.23,4.23,1.26,423.84
All,724.0,12776.67,707.88,184.81,1156.47
HBW,724.0,2577.5,36.63,44.41,81.04
HBO,724.0,6668.48,574.29,118.1,692.38
NHB,724.0,2766.42,94.0,19.34,113.34
HBC,724.0,37.0,0.3,2.25,2.55
HBSch,724.0,727.26,2.66,0.72,267.17
All,725.0,2812.67,188.44,44.55,435.98
HBW,725.0,547.38,5.28,10.82,16.1
HBO,725.0,1668.35,163.13,28.89,192.01
NHB,725.0,364.74,17.98,4.08,22.06
HBC,725.0,10.0,0.0,0.16,0.16
HBSch,725.0,222.2,2.05,0.61,205.64
All,726.0,2724.89,170.27,46.73,430.18
HBW,726.0,479.81,4.37,10.52,14.89
HBO,726.0,1650.93,148.97,31.35,180.31
NHB,726.0,352.53,14.78,4.09,18.87
HBC,726.0,10.0,0.0,0.15,0.15
HBSch,726.0,231.63,2.15,0.64,215.97
All,727.0,525.94,20.25,8.07,65.04
HBW,727.0,100.83,0.37,1.58,1.95
HBO,727.0,332.83,18.29,5.71,24.0
NHB,727.0,46.16,1.22,0.66,1.89
HBC,727.0,0.0,0.0,0.0,0.0
HBSch,727.0,46.12,0.37,0.11,37.21
All,728.0,2581.82,144.71,37.97,337.97
HBW,728.0,457.41,8.66,7.66,16.32
HBO,728.0,1369.94,113.35,23.39,136.74
NHB,728.0,570.64,21.09,6.36,27.46
HBC,728.0,9.0,0.03,0.1,0.13
HBSch,728.0,174.83,1.57,0.46,157.32
All,729.0,5791.17,508.34,79.54,811.29
HBW,729.0,667.46,44.49,12.81,57.29
HBO,729.0,2156.65,275.08,37.47,312.54
NHB,729.0,2669.8,186.47,28.51,214.98
HBC,729.0,10.0,0.04,0.1,0.14
HBSch,729.0,287.26,2.26,0.66,226.33
All,730.0,10162.25,605.14,126.95,829.71
HBW,730.0,2020.53,24.18,29.52,53.7
HBO,730.0,5199.38,495.35,81.53,576.88
NHB,730.0,2180.75,84.62,14.21,98.83
HBC,730.0,156.0,0.0,1.37,1.37
HBSch,730.0,605.59,0.99,0.33,98.94
All,731.0,2463.48,133.28,41.9,350.61
HBW,731.0,480.54,1.84,10.7,12.55
HBO,731.0,1508.8,121.03,27.66,148.68
NHB,731.0,241.96,8.63,2.27,10.9
HBC,731.0,40.0,0.0,0.75,0.75
HBSch,731.0,192.18,1.77,0.53,177.73
All,732.0,2342.74,107.02,35.36,242.49
HBW,732.0,461.58,2.12,7.4,9.52
HBO,732.0,1424.32,96.52,24.31,120.83
NHB,732.0,254.75,7.36,2.93,10.29
HBC,732.0,5.0,0.0,0.4,0.4
HBSch,732.0,197.09,1.01,0.31,101.44
All,733.0,1313.28,65.43,17.73,127.37
HBW,733.0,231.13,2.35,3.23,5.57
HBO,733.0,663.44,51.29,10.62,61.91
NHB,733.0,324.4,11.34,3.75,15.09
HBC,733.0,5.0,0.0,0.0,0.0
HBSch,733.0,89.32,0.45,0.14,44.8
All,734.0,3431.49,214.58,50.09,500.43
HBW,734.0,675.36,7.18,10.56,17.74
HBO,734.0,2082.4,189.05,34.35,223.39
NHB,734.0,390.37,15.97,4.19,20.16
HBC,734.0,7.0,0.0,0.29,0.29
HBSch,734.0,276.35,2.38,0.7,238.84
All,735.0,5105.26,368.53,73.68,779.07
HBW,735.0,1036.82,8.85,17.13,25.99
HBO,735.0,3138.65,333.33,50.84,384.17
NHB,735.0,471.03,22.94,4.61,27.55
HBC,735.0,51.0,0.0,0.09,0.09
HBSch,735.0,407.75,3.4,1.0,341.27
All,736.0,3130.58,240.78,47.25,468.38
HBW,736.0,608.29,9.6,10.58,20.18
HBO,736.0,1904.35,212.54,32.63,245.18
NHB,736.0,322.8,16.77,3.22,19.99
HBC,736.0,49.01,0.04,0.28,0.32
HBSch,736.0,246.13,1.82,0.55,182.72
All,737.0,4653.59,430.67,68.73,688.5
HBW,737.0,775.59,27.56,14.45,42.0
HBO,737.0,2263.89,317.14,42.0,359.14
NHB,737.0,1336.66,84.04,11.64,95.68
HBC,737.0,19.0,0.01,0.08,0.1
HBSch,737.0,258.45,1.91,0.57,191.58
All,738.0,3689.87,322.49,40.39,400.97
HBW,738.0,181.09,12.41,5.23,17.64
HBO,738.0,549.3,92.94,11.77,104.71
NHB,738.0,2911.15,216.74,23.2,239.94
HBC,738.0,2.0,0.01,0.08,0.09
HBSch,738.0,46.33,0.38,0.11,38.58
All,739.0,15319.54,1379.71,225.77,2019.62
HBW,739.0,3220.56,127.67,56.25,183.92
HBO,739.0,8461.2,1091.32,145.58,1236.9
NHB,739.0,2657.19,156.53,21.47,178.0
HBC,739.0,33.0,0.0,1.16,1.16
HBSch,739.0,947.59,4.18,1.3,419.63
All,740.0,27.38,0.46,0.39,1.51
HBW,740.0,5.06,0.0,0.08,0.08
HBO,740.0,12.22,0.34,0.18,0.52
NHB,740.0,9.04,0.11,0.14,0.24
HBC,740.0,0.0,0.0,0.0,0.0
HBSch,740.0,1.06,0.01,0.0,0.67
All,741.0,2289.37,172.03,29.69,301.32
HBW,741.0,437.5,6.13,5.9,12.03
HBO,741.0,1437.15,155.44,21.76,177.2
NHB,741.0,182.57,9.47,1.57,11.03
HBC,741.0,4.0,0.0,0.16,0.16
HBSch,741.0,228.15,1.01,0.3,100.9
All,742.0,3524.18,317.44,49.28,465.61
HBW,742.0,711.61,23.39,11.46,34.85
HBO,742.0,1775.96,241.5,30.37,271.87
NHB,742.0,858.3,51.56,7.0,58.55
HBC,742.0,4.0,0.0,0.16,0.16
HBSch,742.0,174.31,1.0,0.3,100.18
All,743.0,8315.7,547.79,105.04,1242.62
HBW,743.0,1438.16,21.09,19.62,40.71
HBO,743.0,4693.27,456.38,70.96,527.34
NHB,743.0,1402.31,64.37,12.51,76.88
HBC,743.0,143.0,0.0,0.18,0.18
HBSch,743.0,638.96,5.96,1.77,597.51
All,744.0,10124.11,739.53,138.01,1422.64
HBW,744.0,2108.24,34.15,32.25,66.4
HBO,744.0,5923.51,639.66,91.91,731.57
NHB,744.0,1347.2,60.22,9.83,70.05
HBC,744.0,78.0,0.0,2.4,2.4
HBSch,744.0,667.16,5.51,1.62,552.22
All,745.0,289.36,9.36,3.51,12.87
HBW,745.0,57.49,0.07,0.7,0.77
HBO,745.0,167.94,8.45,2.51,10.96
NHB,745.0,39.49,0.84,0.31,1.14
HBC,745.0,0.0,0.0,0.0,0.0
HBSch,745.0,24.43,0.0,0.0,0.0
All,746.0,1100.29,69.98,14.75,156.74
HBW,746.0,214.9,2.11,3.21,5.33
HBO,746.0,659.74,60.89,10.06,70.95
NHB,746.0,140.27,6.25,1.27,7.52
HBC,746.0,1.0,0.0,0.0,0.0
HBSch,746.0,84.38,0.73,0.22,72.95
All,747.0,12582.0,1522.59,159.33,2094.93
HBW,747.0,1578.6,147.64,33.19,180.83
HBO,747.0,5024.45,900.55,84.19,984.74
NHB,747.0,5384.77,470.22,40.09,510.32
HBC,747.0,31.0,0.0,0.6,0.6
HBSch,747.0,563.17,4.17,1.26,418.44
All,748.0,4353.27,318.69,61.49,623.79
HBW,748.0,932.28,9.44,14.61,24.05
HBO,748.0,2620.64,283.77,42.07,325.84
NHB,748.0,469.56,23.01,3.89,26.91
HBC,748.0,54.0,0.0,0.19,0.19
HBSch,748.0,276.8,2.46,0.73,246.81
All,749.0,2273.55,140.35,26.98,201.3
HBW,749.0,432.6,2.09,4.48,6.58
HBO,749.0,1433.9,129.83,20.05,149.88
NHB,749.0,185.06,8.09,2.17,10.25
HBC,749.0,20.0,0.0,0.17,0.17
HBSch,749.0,202.0,0.34,0.11,34.42
All,750.0,8387.27,610.71,93.44,975.41
HBW,750.0,1132.88,28.96,14.19,43.14
HBO,750.0,3725.76,396.62,53.05,449.67
NHB,750.0,2881.81,182.4,24.63,207.03
HBC,750.0,56.02,0.0,0.78,0.78
HBSch,750.0,590.8,2.74,0.78,274.79
All,751.0,2341.58,168.25,20.36,189.89
HBW,751.0,42.46,3.87,0.71,4.58
HBO,751.0,141.74,17.95,1.82,19.77
NHB,751.0,2139.92,146.42,17.82,164.24
HBC,751.0,0.0,0.0,0.0,0.0
HBSch,751.0,17.46,0.01,0.0,1.29
All,752.0,3964.18,379.38,32.93,445.44
HBW,752.0,97.35,10.93,2.11,13.05
HBO,752.0,345.07,58.46,5.48,63.94
NHB,752.0,3467.46,309.65,25.23,334.88
HBC,752.0,17.0,0.0,0.0,0.0
HBSch,752.0,37.31,0.33,0.1,33.57
All,753.0,16.27,0.53,0.18,0.71
HBW,753.0,2.06,0.0,0.03,0.03
HBO,753.0,9.57,0.45,0.13,0.58
NHB,753.0,2.95,0.08,0.03,0.1
HBC,753.0,0.0,0.0,0.0,0.0
HBSch,753.0,1.69,0.0,0.0,0.0
All,754.0,6214.96,425.89,76.6,583.88
HBW,754.0,1132.23,13.01,15.16,28.16
HBO,754.0,3755.26,382.2,53.85,436.05
NHB,754.0,660.0,29.86,6.04,35.9
HBC,754.0,137.0,0.0,1.28,1.28
HBSch,754.0,530.47,0.82,0.27,82.48
All,755.0,5768.1,408.15,72.88,575.22
HBW,755.0,1110.44,13.49,15.09,28.58
HBO,755.0,3654.34,370.69,52.86,423.55
NHB,755.0,464.35,23.02,4.05,27.07
HBC,755.0,27.0,0.0,0.56,0.56
HBSch,755.0,511.97,0.95,0.32,95.46
All,756.0,5768.24,497.79,73.46,767.95
HBW,756.0,996.83,46.56,16.13,62.68
HBO,756.0,3367.82,395.44,48.97,444.42
NHB,756.0,942.98,53.81,7.24,61.05
HBC,756.0,26.0,0.0,0.53,0.53
HBSch,756.0,434.6,1.99,0.59,199.28
All,757.0,8440.51,830.36,112.32,1339.08
HBW,757.0,1417.67,71.53,25.0,96.53
HBO,757.0,4176.89,589.71,67.98,657.69
NHB,757.0,2340.83,165.11,17.65,182.77
HBC,757.0,70.0,0.0,0.5,0.5
HBSch,757.0,435.11,4.0,1.19,401.59
All,758.0,7789.55,817.18,105.4,1281.19
HBW,758.0,1316.94,88.61,25.05,113.66
HBO,758.0,3812.87,576.23,61.94,638.18
NHB,758.0,2204.07,148.71,16.83,165.54
HBC,758.0,60.0,0.0,0.5,0.5
HBSch,758.0,395.68,3.62,1.07,363.31
All,759.0,3618.12,219.01,45.07,320.94
HBW,759.0,677.76,6.13,10.22,16.35
HBO,759.0,2241.23,199.25,32.24,231.49
NHB,759.0,306.87,13.05,2.29,15.34
HBC,759.0,76.0,0.0,0.13,0.13
HBSch,759.0,316.26,0.57,0.19,57.63
All,760.0,7256.22,613.52,98.41,1179.69
HBW,760.0,1410.05,41.02,22.96,63.98
HBO,760.0,4290.63,513.86,66.83,580.69
NHB,760.0,990.63,53.91,7.16,61.07
HBC,760.0,35.0,0.0,0.05,0.05
HBSch,760.0,529.9,4.72,1.41,473.9
All,761.0,4064.04,415.06,51.09,549.33
HBW,761.0,661.84,46.09,12.43,58.52
HBO,761.0,1871.12,285.24,29.45,314.69
NHB,761.0,1287.85,82.88,8.69,91.57
HBC,761.0,27.0,0.0,0.25,0.25
HBSch,761.0,216.24,0.84,0.28,84.3
All,762.0,6256.65,602.61,74.18,1095.07
HBW,762.0,965.18,58.56,16.46,75.02
HBO,762.0,3159.42,435.27,45.2,480.47
NHB,762.0,1667.01,104.57,11.04,115.61
HBC,762.0,17.0,0.0,0.21,0.21
HBSch,762.0,448.04,4.22,1.26,423.76
All,763.0,5070.65,317.2,66.79,675.55
HBW,763.0,978.39,11.59,14.11,25.69
HBO,763.0,3169.02,285.0,48.66,333.66
NHB,763.0,410.45,17.67,2.89,20.56
HBC,763.0,34.0,0.0,0.28,0.28
HBSch,763.0,478.78,2.95,0.86,295.36
All,764.0,13369.53,997.09,181.36,1961.55
HBW,764.0,2663.1,66.04,42.86,108.9
HBO,764.0,7945.5,848.31,126.68,974.99
NHB,764.0,1473.28,74.83,9.46,84.28
HBC,764.0,254.0,0.0,0.0,0.0
HBSch,764.0,1033.65,7.91,2.37,793.37
All,765.0,4007.15,263.89,53.54,543.06
HBW,765.0,671.52,19.43,12.21,31.64
HBO,765.0,2316.56,215.9,36.83,252.72
NHB,765.0,628.1,26.28,3.83,30.11
HBC,765.0,34.0,0.0,0.0,0.0
HBSch,765.0,356.97,2.28,0.67,228.59
All,766.0,2171.61,153.47,33.41,260.69
HBW,766.0,439.46,8.12,9.95,18.07
HBO,766.0,1272.94,133.7,21.76,155.46
NHB,766.0,245.9,10.91,1.49,12.4
HBC,766.0,41.0,0.0,0.0,0.0
HBSch,766.0,172.32,0.75,0.2,74.76
All,767.0,2398.36,157.15,29.5,186.65
HBW,767.0,465.16,5.49,6.56,12.05
HBO,767.0,1286.75,130.12,19.7,149.82
NHB,767.0,458.89,21.54,3.24,24.78
HBC,767.0,27.0,0.0,0.0,0.0
HBSch,767.0,160.56,0.0,0.0,0.0
All,768.0,5104.53,408.85,69.4,749.12
HBW,768.0,1149.57,13.99,17.44,31.43
HBO,768.0,3029.75,360.86,46.31,407.17
NHB,768.0,562.01,31.27,4.14,35.41
HBC,768.0,62.0,0.0,0.69,0.69
HBSch,768.0,301.19,2.74,0.81,274.41
All,769.0,5695.19,489.16,88.25,874.47
HBW,769.0,1209.54,35.02,23.87,58.88
HBO,769.0,3322.7,408.12,57.97,466.09
NHB,769.0,805.57,43.02,5.52,48.54
HBC,769.0,22.0,0.0,0.0,0.0
HBSch,769.0,335.37,3.0,0.89,300.95
All,770.0,7259.77,529.42,99.78,629.2
HBW,770.0,1492.37,15.11,23.65,38.75
HBO,770.0,4407.28,477.14,71.51,548.65
NHB,770.0,738.16,37.17,4.62,41.79
HBC,770.0,80.01,0.0,0.0,0.0
HBSch,770.0,541.95,0.0,0.0,0.0
All,771.0,7266.77,701.61,96.5,854.07
HBW,771.0,1248.74,94.1,24.81,118.91
HBO,771.0,3782.34,504.49,61.25,565.73
NHB,771.0,1672.7,102.46,10.27,112.73
HBC,771.0,14.0,0.0,0.0,0.0
HBSch,771.0,548.99,0.57,0.18,56.7
All,772.0,3159.72,296.09,45.8,426.95
HBW,772.0,704.88,12.39,12.15,24.55
HBO,772.0,1897.23,260.7,31.33,292.03
NHB,772.0,313.98,22.14,2.08,24.22
HBC,772.0,23.0,0.0,0.0,0.0
HBSch,772.0,220.63,0.86,0.23,86.15
All,773.0,4822.79,412.4,67.64,592.55
HBW,773.0,1043.22,14.91,17.29,32.21
HBO,773.0,2883.73,365.75,46.66,412.41
NHB,773.0,537.33,30.6,3.38,33.99
HBC,773.0,43.0,0.0,0.0,0.0
HBSch,773.0,315.51,1.14,0.31,113.95
All,774.0,4777.17,499.82,49.79,641.07
HBW,774.0,587.09,41.54,10.24,51.78
HBO,774.0,1646.02,258.08,25.34,283.42
NHB,774.0,2298.94,199.28,13.96,213.24
HBC,774.0,45.0,0.0,0.0,0.0
HBSch,774.0,200.12,0.92,0.25,92.64
All,775.0,6043.01,426.49,60.33,597.52
HBW,775.0,747.79,18.57,7.52,26.09
HBO,775.0,2243.43,245.65,36.36,282.02
NHB,775.0,2731.48,161.15,16.1,177.25
HBC,775.0,37.01,0.0,0.0,0.0
HBSch,775.0,283.3,1.12,0.34,112.16
All,776.0,10105.45,1255.22,148.97,1504.53
HBW,776.0,2012.0,88.82,45.43,134.24
HBO,776.0,6060.08,1059.6,95.69,1155.29
NHB,776.0,1279.01,105.79,7.58,113.37
HBC,776.0,36.0,0.0,0.0,0.0
HBSch,776.0,718.35,1.01,0.27,101.63
All,777.0,1655.64,158.25,13.76,190.31
HBW,777.0,104.12,5.96,1.91,7.87
HBO,777.0,307.45,50.03,4.45,54.48
NHB,777.0,1207.14,102.07,7.35,109.43
HBC,777.0,0.0,0.0,0.0,0.0
HBSch,777.0,36.92,0.18,0.05,18.54
All,778.0,9328.32,658.02,111.23,769.24
HBW,778.0,1943.48,17.28,16.7,33.98
HBO,778.0,5532.57,590.97,88.1,679.07
NHB,778.0,980.18,49.77,6.42,56.19
HBC,778.0,27.0,0.0,0.0,0.0
HBSch,778.0,845.1,0.0,0.0,0.0
All,779.0,2851.43,268.37,40.47,402.67
HBW,779.0,610.48,12.94,7.16,20.09
HBO,779.0,1718.25,239.5,31.12,270.62
NHB,779.0,273.98,14.98,1.92,16.9
HBC,779.0,42.0,0.0,0.0,0.0
HBSch,779.0,206.72,0.95,0.28,95.06
All,780.0,15665.95,1874.73,102.06,2066.67
HBW,780.0,317.55,34.52,4.04,38.57
HBO,780.0,956.72,187.0,12.07,199.07
NHB,780.0,14270.97,1652.3,85.67,1737.97
HBC,780.0,17.0,0.0,0.0,0.0
HBSch,780.0,103.7,0.91,0.27,91.06
All,781.0,1757.66,293.61,24.13,318.81
HBW,781.0,13.78,2.16,0.29,2.45
HBO,781.0,36.67,8.26,0.6,8.86
NHB,781.0,1704.78,283.18,23.24,306.41
HBC,781.0,0.0,0.0,0.0,0.0
HBSch,781.0,2.43,0.01,0.0,1.08
All,782.0,2947.35,350.3,40.34,546.83
HBW,782.0,598.22,25.19,8.0,33.19
HBO,782.0,1783.55,301.01,29.72,330.73
NHB,782.0,314.71,22.52,2.14,24.67
HBC,782.0,37.0,0.0,0.0,0.0
HBSch,782.0,213.87,1.58,0.48,158.24
All,783.0,49.72,0.94,0.59,2.58
HBW,783.0,11.35,0.01,0.1,0.11
HBO,783.0,29.12,0.85,0.44,1.29
NHB,783.0,6.19,0.08,0.04,0.12
HBC,783.0,0.0,0.0,0.0,0.0
HBSch,783.0,3.06,0.01,0.0,1.06
All,784.0,3122.26,184.04,36.75,323.34
HBW,784.0,645.57,6.56,5.67,12.24
HBO,784.0,1778.51,162.26,28.07,190.33
NHB,784.0,436.22,14.18,2.73,16.9
HBC,784.0,21.0,0.0,0.0,0.0
HBSch,784.0,240.96,1.04,0.28,103.87
All,785.0,5155.6,389.04,63.11,765.43
HBW,785.0,1101.61,12.64,10.53,23.17
HBO,785.0,3049.77,350.58,48.4,398.98
NHB,785.0,523.06,22.65,3.25,25.91
HBC,785.0,112.0,0.0,0.0,0.0
HBSch,785.0,369.16,3.16,0.94,317.38
All,786.0,3866.44,408.35,40.34,620.28
HBW,786.0,625.18,30.18,7.08,37.26
HBO,786.0,1705.2,287.34,24.94,312.28
NHB,786.0,1302.65,89.1,7.8,96.9
HBC,786.0,32.0,0.0,0.0,0.0
HBSch,786.0,201.4,1.73,0.52,173.84
All,787.0,5847.88,683.19,53.5,914.52
HBW,787.0,613.12,63.02,8.5,71.52
HBO,787.0,1762.08,347.57,25.27,372.84
NHB,787.0,3271.07,270.81,19.19,290.0
HBC,787.0,6.0,0.0,0.0,0.0
HBSch,787.0,195.62,1.8,0.54,180.17
All,788.0,2539.32,267.42,28.9,426.73
HBW,788.0,491.33,18.69,4.51,23.2
HBO,788.0,1388.59,214.69,21.0,235.69
NHB,788.0,500.79,32.72,3.0,35.72
HBC,788.0,2.0,0.0,0.0,0.0
HBSch,788.0,156.62,1.32,0.4,132.13
All,789.0,4933.63,491.56,59.13,827.12
HBW,789.0,1038.08,17.82,9.21,27.03
HBO,789.0,2971.67,437.11,46.09,483.2
NHB,789.0,510.42,33.83,3.0,36.83
HBC,789.0,73.0,0.0,0.0,0.0
HBSch,789.0,340.46,2.79,0.83,280.05
All,790.0,3800.01,298.91,46.02,536.25
HBW,790.0,804.55,7.87,6.86,14.73
HBO,790.0,2321.78,268.39,36.44,304.83
NHB,790.0,371.02,20.72,2.15,22.87
HBC,790.0,25.0,0.0,0.0,0.0
HBSch,790.0,277.66,1.93,0.57,193.82
All,791.0,60.85,1.26,0.4,1.85
HBW,791.0,0.41,0.01,0.01,0.01
HBO,791.0,2.53,0.16,0.04,0.21
NHB,791.0,57.71,1.09,0.34,1.44
HBC,791.0,0.0,0.0,0.0,0.0
HBSch,791.0,0.2,0.0,0.0,0.19
All,792.0,401.86,22.69,4.86,46.54
HBW,792.0,72.46,0.76,0.76,1.52
HBO,792.0,206.13,18.17,3.43,21.61
NHB,792.0,98.84,3.56,0.61,4.17
HBC,792.0,4.0,0.0,0.0,0.0
HBSch,792.0,20.42,0.19,0.06,19.24
All,793.0,6236.08,430.2,74.66,565.31
HBW,793.0,1347.46,5.21,12.47,17.68
HBO,793.0,3770.11,391.44,58.42,449.87
NHB,793.0,630.61,32.93,3.57,36.5
HBC,793.0,41.0,0.0,0.0,0.0
HBSch,793.0,446.89,0.61,0.2,61.26
All,794.0,183.33,5.42,0.85,6.27
HBW,794.0,0.0,0.0,0.0,0.0
HBO,794.0,0.0,0.0,0.0,0.0
NHB,794.0,183.33,5.42,0.85,6.27
HBC,794.0,0.0,0.0,0.0,0.0
HBSch,794.0,0.0,0.0,0.0,0.0
All,795.0,3927.17,301.07,47.86,478.19
HBW,795.0,863.11,7.39,9.89,17.29
HBO,795.0,2266.19,265.42,35.0,300.42
NHB,795.0,461.73,26.95,2.62,29.57
HBC,795.0,78.0,0.0,0.0,0.0
HBSch,795.0,258.13,1.31,0.35,130.92
All,796.0,3288.25,244.91,40.79,402.93
HBW,796.0,700.47,3.18,7.58,10.76
HBO,796.0,1979.34,220.18,30.84,251.02
NHB,796.0,364.5,20.36,2.04,22.41
HBC,796.0,9.0,0.0,0.0,0.0
HBSch,796.0,234.95,1.18,0.32,118.74
All,797.0,4650.5,393.39,52.4,595.62
